,Binomial,Range_m,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel,Range
4010,Sorex minutus,14288913384310.8,Sorex,Soricidae,Eulipotyphla,4.32,416.8545,LC,Insectivore,14288913.3843108
4011,Sorex mirabilis,457958388049.164,Sorex,Soricidae,Eulipotyphla,15.0,332.82975,DD,Carnivore,457958.388049164
4012,Sorex monticolus,4521918951882.41,Sorex,Soricidae,Eulipotyphla,6.92,422.88459789999996,LC,Insectivore,4521918.95188241
4013,Sorex nanus,997639341494.605,Sorex,Soricidae,Eulipotyphla,2.57,422.88459789999996,LC,Omnivore,997639.341494605
4014,Sorex neomexicanus,13600255438.4555,Sorex,Soricidae,Eulipotyphla,7.0,422.88459789999996,DD,Insectivore,13600.2554384555
4015,Sorex oreopolus,14769790752.2176,Sorex,Soricidae,Eulipotyphla,7.0,422.88459789999996,LC,Insectivore,14769.7907522176
4016,Sorex orizabae,56542846153.0884,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,LC,Insectivore,56542.8461530884
4017,Sorex ornatus,194177976481.833,Sorex,Soricidae,Eulipotyphla,5.31,424.0141666999999,LC,Insectivore,194177.976481833
4019,Sorex palustris,6242380900282.44,Sorex,Soricidae,Eulipotyphla,13.07,273.1928,LC,Insectivore,6242380.90028244
4020,Sorex planiceps,27733294091.1593,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,LC,Insectivore,27733.294091159303
4021,Sorex portenkoi,121493777488.23401,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,DD,Insectivore,121493.777488234
4022,Sorex preblei,670326555557.995,Sorex,Soricidae,Eulipotyphla,3.14,422.88459789999996,LC,Insectivore,670326.555557995
4023,Sorex pribilofensis,116822330.61336899,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,EN,Insectivore,116.822330613369
4024,Sorex raddei,245664417905.87698,Sorex,Soricidae,Eulipotyphla,10.0,332.82975,LC,Insectivore,245664.417905877
4025,Sorex roboratus,9303837837022.04,Sorex,Soricidae,Eulipotyphla,12.99,332.82975,LC,Insectivore,9303837.83702204
4026,Sorex rohweri,24366372352.9428,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,LC,Insectivore,24366.3723529428
4027,Sorex samniticus,157801895698.28198,Sorex,Soricidae,Eulipotyphla,8.24,422.88459789999996,LC,Insectivore,157801.895698282
4028,Sorex satunini,412610262274.74896,Sorex,Soricidae,Eulipotyphla,8.157340556,422.88459789999996,LC,Insectivore,412610.262274749
4029,Sorex saussurei,87917992243.1475,Sorex,Soricidae,Eulipotyphla,4.65,422.88459789999996,LC,Insectivore,87917.9922431475
4030,Sorex sclateri,84203036.2665381,Sorex,Soricidae,Eulipotyphla,7.0,422.88459789999996,CR,Insectivore,84.20303626653809
4031,Sorex shinto,27674377636.2754,Sorex,Soricidae,Eulipotyphla,6.0,422.88459789999996,LC,Insectivore,27674.3776362754
4032,Sorex sinalis,107370159138.033,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,DD,Insectivore,107370.159138033
4033,Sorex sonomae,143305118340.94598,Sorex,Soricidae,Eulipotyphla,8.3,422.88459789999996,LC,Insectivore,143305.118340946
4034,Sorex stizodon,20679509.805912804,Sorex,Soricidae,Eulipotyphla,7.0,422.88459789999996,CR,Insectivore,20.6795098059128
4036,Sorex thibetanus,261560989670.11102,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,DD,Insectivore,261560.989670111
4037,Sorex trowbridgii,377575969408.706,Sorex,Soricidae,Eulipotyphla,5.02,422.88459789999996,LC,Omnivore,377575.969408706
4038,Sorex tundrensis,15993121855878.7,Sorex,Soricidae,Eulipotyphla,7.65,422.88459789999996,LC,Insectivore,15993121.8558787
4039,Sorex ugyunak,1412342536105.49,Sorex,Soricidae,Eulipotyphla,3.6,422.88459789999996,LC,Insectivore,1412342.53610549
4040,Sorex unguiculatus,1194028933123.39,Sorex,Soricidae,Eulipotyphla,14.11,392.4667,LC,Insectivore,1194028.93312339
4041,Sorex vagrans,992058430253.538,Sorex,Soricidae,Eulipotyphla,5.99,542.7302833,LC,Insectivore,992058.430253538
4042,Sorex ventralis,63024279232.2419,Sorex,Soricidae,Eulipotyphla,7.0,422.88459789999996,LC,Insectivore,63024.279232241905
4043,Sorex veraecrucis,417038618113.659,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,LC,Insectivore,417038.618113659
4044,Sorex veraepacis,90682591339.5093,Sorex,Soricidae,Eulipotyphla,7.5,422.88459789999996,LC,Insectivore,90682.5913395093
4045,Sorex volnuchini,434037433090.73706,Sorex,Soricidae,Eulipotyphla,17.0,332.82975,LC,Insectivore,434037.43309073703
4046,Sorex yukonicus,32137464431.945,Sorex,Soricidae,Eulipotyphla,7.325418324,422.88459789999996,LC,Insectivore,32137.464431945
4047,Soriculus nigrescens,136320849406.14801,Soriculus,Soricidae,Eulipotyphla,14.58,379.2929563,LC,Omnivore,136320.84940614802
4048,Spalacopus cyanus,76144181820.7549,Spalacopus,Octodontidae,Rodentia,100.86,1310.04695,LC,Herbivore,76144.18182075491
4049,Spalax arenarius,2177126729.19342,Spalax,Spalacidae,Rodentia,147.745,1032.923574,EN,Herbivore,2177.1267291934196
4050,Spalax graecus,46177987263.4273,Spalax,Spalacidae,Rodentia,75.2,717.7762436,NT,Herbivore,46177.987263427305
4051,Spalax microphthalmus,718826531176.514,Spalax,Spalacidae,Rodentia,470.0,1032.923574,LC,Herbivore,718826.5311765141
4052,Spalax uralensis,138565431651.853,Spalax,Spalacidae,Rodentia,157.625,1032.923574,NT,Herbivore,138565.431651853
4053,Spalax zemni,170218230077.393,Spalax,Spalacidae,Rodentia,121.1,1032.923574,VU,Herbivore,170218.230077393
4054,Spermophilopsis leptodactylus,1268483868202.69,Spermophilopsis,Sciuridae,Rodentia,600.0,1384.121263,LC,Omnivore,1268483.86820269
4055,Spermophilus alashanicus,487834925321.89703,Spermophilus,Sciuridae,Rodentia,246.43442569999996,1053.6829070000001,LC,Herbivore,487834.925321897
4056,Spermophilus brevicauda,564431589216.482,Spermophilus,Sciuridae,Rodentia,246.43442569999996,1053.6829070000001,LC,Herbivore,564431.589216482
4057,Spermophilus citellus,449611051886.10706,Spermophilus,Sciuridae,Rodentia,395.97,953.1642,VU,Omnivore,449611.051886107
4058,Spermophilus dauricus,1379395878284.19,Spermophilus,Sciuridae,Rodentia,161.3,1053.6829070000001,LC,Herbivore,1379395.87828419
4059,Spermophilus erythrogenys,1727062329214.66,Spermophilus,Sciuridae,Rodentia,355.0,1053.6829070000001,LC,Herbivore,1727062.32921466
4060,Spermophilus fulvus,1851642119773.75,Spermophilus,Sciuridae,Rodentia,778.38,1053.6829070000001,LC,Herbivore,1851642.11977375
4061,Spermophilus major,629933297411.51,Spermophilus,Sciuridae,Rodentia,246.43442569999996,1053.6829070000001,LC,Herbivore,629933.29741151
4062,Spermophilus musicus,1036685326.61994,Spermophilus,Sciuridae,Rodentia,246.43442569999996,1053.6829070000001,NT,Omnivore,1036.68532661994
4063,Spermophilus pallidicauda,699451663305.199,Spermophilus,Sciuridae,Rodentia,246.43442569999996,1053.6829070000001,LC,Omnivore,699451.663305199
4064,Spermophilus pygmaeus,1810870846139.24,Spermophilus,Sciuridae,Rodentia,173.46,1053.6829070000001,LC,Omnivore,1810870.84613924
4065,Spermophilus ralli,39704858477.1275,Spermophilus,Sciuridae,Rodentia,246.43442569999996,1053.6829070000001,LC,Omnivore,39704.8584771275
4066,Spermophilus relictus,188222907554.59802,Spermophilus,Sciuridae,Rodentia,599.99,1053.6829070000001,LC,Herbivore,188222.907554598
4067,Spermophilus suslicus,804158502812.3059,Spermophilus,Sciuridae,Rodentia,252.0,1053.6829070000001,NT,Omnivore,804158.5028123059
4068,Spermophilus taurensis,17713102915.7046,Spermophilus,Sciuridae,Rodentia,323.2732574,1053.6829070000001,LC,Omnivore,17713.1029157046
4069,Spermophilus xanthoprymnus,442556203481.512,Spermophilus,Sciuridae,Rodentia,289.66700000000003,1053.6829070000001,NT,Omnivore,442556.203481512
4070,Sphaerias blanfordi,471401666848.39294,Sphaerias,Pteropodidae,Chiroptera,28.88,1553.7908730000001,LC,Herbivore,471401.666848393
4071,Sphaeronycteris toxophyllum,4392958363816.72,Sphaeronycteris,Phyllostomidae,Chiroptera,16.06,2064.27635,DD,Herbivore,4392958.36381672
4072,Spilocuscus kraemeri,1897948609.4021897,Spilocuscus,Phalangeridae,Diprotodontia,5753.64,1740.556575,NT,Herbivore,1897.94860940219
4073,Spilocuscus maculatus,851334171765.782,Spilocuscus,Phalangeridae,Diprotodontia,4060.46,1656.11315,LC,Herbivore,851334.171765782
4074,Spilocuscus papuensis,3142733569.21243,Spilocuscus,Phalangeridae,Diprotodontia,5271.363333,1740.556575,VU,Herbivore,3142.7335692124298
4075,Spilocuscus rufoniger,178086303080.311,Spilocuscus,Phalangeridae,Diprotodontia,5999.99,1825.0,CR,Herbivore,178086.30308031102
4076,Spilocuscus wilsoni,2524158736.08266,Spilocuscus,Phalangeridae,Diprotodontia,5271.363333,1740.556575,CR,Herbivore,2524.15873608266
4077,Spilogale angustifrons,777447141136.965,Spilogale,Mephitidae,Carnivora,340.99699999999996,2376.15,LC,Omnivore,777447.141136965
4078,Spilogale gracilis,3825446678102.65,Spilogale,Mephitidae,Carnivora,466.5,1289.864667,LC,Omnivore,3825446.67810265
4079,Spilogale putorius,2979584847651.58,Spilogale,Mephitidae,Carnivora,566.49,1257.256817,VU,Carnivore,2979584.84765158
4080,Spilogale pygmaea,95518339450.8278,Spilogale,Mephitidae,Carnivora,365.0,1825.0,VU,Omnivore,95518.3394508278
4081,Srilankamys ohiensis,1714715533.93769,Srilankamys,Muridae,Rodentia,125.0,639.6318318,VU,Omnivore,1714.7155339376902
4082,Steatomys bocagei,573977874780.822,Steatomys,Nesomyidae,Rodentia,4.010694547,1064.06475,LC,Omnivore,573977.8747808221
4083,Steatomys caurinus,1058295713345.75,Steatomys,Nesomyidae,Rodentia,44.75,604.575,LC,Omnivore,1058295.71334575
4084,Steatomys cuppedius,1075014262200.34,Steatomys,Nesomyidae,Rodentia,4.010694547,1064.06475,LC,Omnivore,1075014.26220034
4085,Steatomys jacksoni,620212320.757205,Steatomys,Nesomyidae,Rodentia,21.2873413,604.575,DD,Omnivore,620.212320757205
4086,Steatomys krebsii,979358325627.2379,Steatomys,Nesomyidae,Rodentia,20.67,604.575,LC,Omnivore,979358.325627238
4087,Steatomys opimus,721011849681.8,Steatomys,Nesomyidae,Rodentia,40.0,604.575,LC,Omnivore,721011.8496818001
4088,Steatomys parvus,1128038116601.7,Steatomys,Nesomyidae,Rodentia,4.99,1064.06475,LC,Omnivore,1128038.1166017
4089,Steatomys pratensis,3477980228828.16,Steatomys,Nesomyidae,Rodentia,30.58,604.575,LC,Omnivore,3477980.22882816
4090,Stenocephalemys albipes,360891821786.93396,Stenocephalemys,Muridae,Rodentia,48.0,624.3996409,LC,Omnivore,360891.821786934
4091,Stenocephalemys albocaudata,12140108932.443,Stenocephalemys,Muridae,Rodentia,144.0,639.6318318,LC,Omnivore,12140.108932443001
4092,Stenocephalemys griseicauda,38987634250.5654,Stenocephalemys,Muridae,Rodentia,85.75,624.3996409,LC,Omnivore,38987.6342505654
4093,Stenocephalemys ruppi,4073138512.1658297,Stenocephalemys,Muridae,Rodentia,48.99,624.3996409,DD,Omnivore,4073.1385121658295
4094,Stenoderma rufum,9281028093.03142,Stenoderma,Phyllostomidae,Chiroptera,21.1,2064.27635,NT,Herbivore,9281.02809303142
4095,Stochomys longicaudatus,1866744350705.3,Stochomys,Muridae,Rodentia,70.95,624.3996409,LC,Omnivore,1866744.3507053002
4096,Strigocuscus celebensis,172973193188.239,Strigocuscus,Phalangeridae,Diprotodontia,1000.0,2000.363913,VU,Herbivore,172973.193188239
4097,Strigocuscus pelengensis,6411265058.15227,Strigocuscus,Phalangeridae,Diprotodontia,1000.0,2000.363913,LC,Herbivore,6411.26505815227
4098,Sturnira aratathomasi,72657454474.7297,Sturnira,Phyllostomidae,Chiroptera,49.67,2064.27635,LC,Herbivore,72657.4544747297
4099,Sturnira bidens,705384621307.808,Sturnira,Phyllostomidae,Chiroptera,18.05,2064.27635,LC,Herbivore,705384.621307808
4100,Sturnira bogotensis,501247489974.919,Sturnira,Phyllostomidae,Chiroptera,19.94,2064.27635,LC,Herbivore,501247.489974919
4101,Sturnira erythromos,2534366155680.68,Sturnira,Phyllostomidae,Chiroptera,15.53,2064.27635,LC,Herbivore,2534366.15568068
4102,Sturnira lilium,4859513871626.05,Sturnira,Phyllostomidae,Chiroptera,20.19,2064.27635,LC,Herbivore,4859513.87162605
4103,Sturnira ludovici,1216315862369.49,Sturnira,Phyllostomidae,Chiroptera,21.0,2064.27635,LC,Herbivore,1216315.86236949
4104,Sturnira luisi,451235935922.38794,Sturnira,Phyllostomidae,Chiroptera,22.50555556,2064.27635,LC,Herbivore,451235.935922388
4105,Sturnira magna,1567758188879.52,Sturnira,Phyllostomidae,Chiroptera,22.50555556,2064.27635,LC,Herbivore,1567758.18887952
4106,Sturnira mistratensis,2274114454.43087,Sturnira,Phyllostomidae,Chiroptera,22.50555556,2064.27635,DD,Herbivore,2274.11445443087
4107,Sturnira mordax,26175815254.406002,Sturnira,Phyllostomidae,Chiroptera,11.79,2064.27635,NT,Herbivore,26175.815254406
4108,Sturnira nana,2319439402.55768,Sturnira,Phyllostomidae,Chiroptera,22.50555556,2064.27635,EN,Herbivore,2319.43940255768
4109,Sturnira oporaphilum,1015753839540.51,Sturnira,Phyllostomidae,Chiroptera,21.99,2064.27635,LC,Herbivore,1015753.83954051
4110,Sturnira sorianoi,25210915203.2426,Sturnira,Phyllostomidae,Chiroptera,22.50555556,2064.27635,DD,Herbivore,25210.9152032426
4111,Sturnira tildae,10661362096742.9,Sturnira,Phyllostomidae,Chiroptera,24.39,2064.27635,LC,Herbivore,10661362.0967429
4112,Styloctenium mindorensis,10890615.7747853,Styloctenium,Pteropodidae,Chiroptera,172.42,1825.0,DD,Herbivore,10.890615774785301
4113,Styloctenium wallacei,170647356222.37698,Styloctenium,Pteropodidae,Chiroptera,172.42,1825.0,NT,Herbivore,170647.35622237698
4114,Stylodipus andrewsi,940764374416.427,Stylodipus,Dipodidae,Rodentia,55.0,726.1971375,LC,Herbivore,940764.374416427
4115,Stylodipus sungorus,22462690317.405,Stylodipus,Dipodidae,Rodentia,55.0,726.1971375,LC,Herbivore,22462.690317405
4116,Stylodipus telum,1340954309393.99,Stylodipus,Dipodidae,Rodentia,59.99,726.1971375,LC,Omnivore,1340954.30939399
4117,Suncus aequatorius,491260492.206266,Suncus,Soricidae,Eulipotyphla,6.5,590.755,EN,Insectivore,491.260492206266
4118,Suncus ater,571791757.0422269,Suncus,Soricidae,Eulipotyphla,10.20875,363.52745,DD,Insectivore,571.791757042227
4119,Suncus dayi,202386241.249749,Suncus,Soricidae,Eulipotyphla,9.43,590.755,EN,Insectivore,202.386241249749
4120,Suncus etruscus,3765865488057.75,Suncus,Soricidae,Eulipotyphla,2.26,590.755,LC,Insectivore,3765865.48805775
4121,Suncus fellowesgordoni,212842445.409492,Suncus,Soricidae,Eulipotyphla,1.95,590.755,EN,Insectivore,212.842445409492
4122,Suncus hosei,12477707818.4395,Suncus,Soricidae,Eulipotyphla,10.20875,363.52745,DD,Insectivore,12477.7078184395
4123,Suncus infinitesimus,131972950361.239,Suncus,Soricidae,Eulipotyphla,4.4,590.755,LC,Insectivore,131972.950361239
4124,Suncus lixus,1437689020525.05,Suncus,Soricidae,Eulipotyphla,8.0,590.755,LC,Insectivore,1437689.02052505
4125,Suncus madagascariensis,417822780840.06,Suncus,Soricidae,Eulipotyphla,2.47,590.755,LC,Insectivore,417822.78084006
4126,Suncus malayanus,171596115831.31198,Suncus,Soricidae,Eulipotyphla,4.99,590.755,LC,Insectivore,171596.115831312
4127,Suncus megalura,4240285395880.25,Suncus,Soricidae,Eulipotyphla,5.38,590.755,LC,Insectivore,4240285.39588025
4128,Suncus mertensi,28325806.536135804,Suncus,Soricidae,Eulipotyphla,7.95,590.755,EN,Insectivore,28.3258065361358
4129,Suncus montanus,5369614563.09352,Suncus,Soricidae,Eulipotyphla,18.0,363.52745,VU,Insectivore,5369.614563093521
4130,Suncus murinus,8440694905020.24,Suncus,Soricidae,Eulipotyphla,43.76,363.52745,LC,Insectivore,8440694.90502024
4131,Suncus remyi,150166811093.499,Suncus,Soricidae,Eulipotyphla,4.03,590.755,LC,Insectivore,150166.811093499
4132,Suncus stoliczkanus,1280661075348.93,Suncus,Soricidae,Eulipotyphla,9.43,590.755,LC,Insectivore,1280661.07534893
4133,Suncus varilla,2013476896926.78,Suncus,Soricidae,Eulipotyphla,4.99,590.755,LC,Insectivore,2013476.89692678
4134,Suncus zeylanicus,177023218.05323002,Suncus,Soricidae,Eulipotyphla,29.8,363.52745,EN,Insectivore,177.02321805323
4135,Sundamys infraluteus,102571930846.652,Sundamys,Muridae,Rodentia,418.5,639.6318318,LC,Omnivore,102571.93084665199
4136,Sundamys maxi,5127640980.19242,Sundamys,Muridae,Rodentia,361.0,639.6318318,EN,Omnivore,5127.64098019242
4137,Sundamys muelleri,1408490368273.67,Sundamys,Muridae,Rodentia,356.48,639.6318318,LC,Omnivore,1408490.36827367
4138,Sundasciurus brookei,259522752088.186,Sundasciurus,Sciuridae,Rodentia,114.05,1384.121263,LC,Omnivore,259522.752088186
4139,Sundasciurus davensis,193686602.612923,Sundasciurus,Sciuridae,Rodentia,195.97893249999998,1384.121263,DD,Omnivore,193.68660261292302
4140,Sundasciurus fraterculus,6004261157.191999,Sundasciurus,Sciuridae,Rodentia,90.0,1239.298869,VU,Omnivore,6004.261157192
4141,Sundasciurus hippurus,1314932176772.98,Sundasciurus,Sciuridae,Rodentia,357.79,1384.121263,NT,Omnivore,1314932.17677298
4142,Sundasciurus hoogstraali,943551713.0063449,Sundasciurus,Sciuridae,Rodentia,233.0261224,1384.121263,LC,Omnivore,943.551713006345
4143,Sundasciurus jentinki,50301979931.1842,Sundasciurus,Sciuridae,Rodentia,76.0,1239.298869,LC,Omnivore,50301.9799311842
4144,Sundasciurus juvencus,7783606812.22625,Sundasciurus,Sciuridae,Rodentia,259.0,1384.121263,LC,Omnivore,7783.60681222625
4145,Sundasciurus lowii,1335061878802.98,Sundasciurus,Sciuridae,Rodentia,84.99,1239.298869,LC,Omnivore,1335061.87880298
4146,Sundasciurus mindanensis,94133374923.8975,Sundasciurus,Sciuridae,Rodentia,285.0,1384.121263,LC,Omnivore,94133.3749238975
4147,Sundasciurus moellendorffi,527188125.406099,Sundasciurus,Sciuridae,Rodentia,252.0,1384.121263,NT,Omnivore,527.1881254060991
4148,Sundasciurus philippinensis,120457565768.53099,Sundasciurus,Sciuridae,Rodentia,244.0,1384.121263,LC,Omnivore,120457.565768531
4149,Sundasciurus rabori,850352220.624306,Sundasciurus,Sciuridae,Rodentia,195.97893249999998,1384.121263,DD,Omnivore,850.352220624306
4150,Sundasciurus samarensis,19561712940.7161,Sundasciurus,Sciuridae,Rodentia,225.0,1384.121263,LC,Omnivore,19561.7129407161
4151,Sundasciurus steerii,3901167715.6484795,Sundasciurus,Sciuridae,Rodentia,252.0,1384.121263,LC,Omnivore,3901.1677156484798
4152,Sundasciurus tenuis,1210112926916.58,Sundasciurus,Sciuridae,Rodentia,74.87,1239.298869,LC,Omnivore,1210112.92691658
4153,Surdisorex norae,3057853082.8930697,Surdisorex,Soricidae,Eulipotyphla,23.57,379.2929563,LC,Insectivore,3057.85308289307
4154,Surdisorex polulus,962088757.3490539,Surdisorex,Soricidae,Eulipotyphla,8.99,426.9101194,DD,Insectivore,962.0887573490539
4155,Suricata suricatta,1758699397022.68,Suricata,Herpestidae,Carnivora,729.99,1868.07,LC,Omnivore,1758699.39702268
4156,Sus ahoenobarbus,10580517632.7441,Sus,Suidae,Cetartiodactyla,135000.0,2442.51125,NT,Omnivore,10580.5176327441
4157,Sus barbatus,420621906025.52,Sus,Suidae,Cetartiodactyla,135806.0,2555.0,VU,Omnivore,420621.90602552
4158,Sus bucculentus,368392839.41723,Sus,Suidae,Cetartiodactyla,125725.94,2472.702,EX,Omnivore,368.39283941723
4159,Sus cebifrons,2304761318.85214,Sus,Suidae,Cetartiodactyla,190792.3,2555.0,CR,Omnivore,2304.76131885214
4160,Sus celebensis,180587376951.279,Sus,Suidae,Cetartiodactyla,53813.21,2086.55,NT,Omnivore,180587.37695127897
4161,Sus oliveri,2450554747.96986,Sus,Suidae,Cetartiodactyla,125725.94,2432.18,VU,Omnivore,2450.5547479698603
4162,Sus philippensis,63309781210.9989,Sus,Suidae,Cetartiodactyla,190792.3,2555.0,VU,Omnivore,63309.781210998895
4163,Sus verrucosus,4537911005.08312,Sus,Suidae,Cetartiodactyla,89406.23,2190.0,EN,Herbivore,4537.9110050831205
4164,Syconycteris australis,1053996418213.96,Syconycteris,Pteropodidae,Chiroptera,17.6,1553.7908730000001,LC,Herbivore,1053996.41821396
4165,Syconycteris carolinae,19996953993.816,Syconycteris,Pteropodidae,Chiroptera,39.67,1553.7908730000001,VU,Herbivore,19996.953993816
4166,Syconycteris hobbit,4176044154.44239,Syconycteris,Pteropodidae,Chiroptera,20.06,1553.7908730000001,LC,Herbivore,4176.04415444239
4167,Sylvilagus aquaticus,882432663031.405,Sylvilagus,Leporidae,Lagomorpha,2133.34,1041.4111,LC,Herbivore,882432.663031405
4168,Sylvilagus audubonii,3652232575259.6,Sylvilagus,Leporidae,Lagomorpha,880.88,926.7919999999999,LC,Herbivore,3652232.5752596
4169,Sylvilagus bachmani,416350097776.335,Sylvilagus,Leporidae,Lagomorpha,714.53,969.8600667000002,LC,Herbivore,416350.097776335
4170,Sylvilagus brasiliensis,10175838091279.2,Sylvilagus,Leporidae,Lagomorpha,986.74,969.8600667000002,LC,Herbivore,10175838.0912792
4171,Sylvilagus cognatus,4086081218.6110396,Sylvilagus,Leporidae,Lagomorpha,1339.099286,1041.4111,EN,Herbivore,4086.08121861104
4172,Sylvilagus cunicularius,325748824162.796,Sylvilagus,Leporidae,Lagomorpha,2489.54,1041.4111,LC,Herbivore,325748.824162796
4173,Sylvilagus dicei,5963593585.15319,Sylvilagus,Leporidae,Lagomorpha,1339.099286,1041.4111,VU,Herbivore,5963.593585153189
4174,Sylvilagus floridanus,7135945452762.59,Sylvilagus,Leporidae,Lagomorpha,1207.19,1107.0505,LC,Herbivore,7135945.45276259
4175,Sylvilagus graysoni,415252262.06593996,Sylvilagus,Leporidae,Lagomorpha,964.01,969.8600667000002,EN,Herbivore,415.25226206594004
4176,Sylvilagus insonus,1172942544.7779,Sylvilagus,Leporidae,Lagomorpha,2999.98,1041.4111,EN,Herbivore,1172.9425447779
4177,Sylvilagus mansuetus,20358978.3331603,Sylvilagus,Leporidae,Lagomorpha,950.9,969.8600667000002,CR,Herbivore,20.3589783331603
4178,Sylvilagus nuttallii,2067003632801.6,Sylvilagus,Leporidae,Lagomorpha,801.54,893.3032,LC,Herbivore,2067003.6328016003
4179,Sylvilagus obscurus,94346012218.9909,Sylvilagus,Leporidae,Lagomorpha,900.0,969.8600667000002,NT,Herbivore,94346.0122189909
4180,Sylvilagus palustris,359126906646.65796,Sylvilagus,Leporidae,Lagomorpha,1355.23,975.7717,LC,Herbivore,359126.90664665797
4181,Sylvilagus robustus,38043243024.1568,Sylvilagus,Leporidae,Lagomorpha,1550.0,1041.4111,EN,Herbivore,38043.2430241568
4182,Sylvilagus transitionalis,21134083531.8101,Sylvilagus,Leporidae,Lagomorpha,813.51,1089.485,VU,Herbivore,21134.0835318101
4183,Sylvilagus varynaensis,15256074440.9019,Sylvilagus,Leporidae,Lagomorpha,1339.099286,1041.4111,DD,Herbivore,15256.074440901899
4184,Sylvisorex camerunensis,6332791621.0002,Sylvisorex,Soricidae,Eulipotyphla,5.5,426.9101194,VU,Omnivore,6332.7916210002
4185,Sylvisorex granti,29983028544.547,Sylvisorex,Soricidae,Eulipotyphla,4.0,426.9101194,LC,Omnivore,29983.028544547004
4186,Sylvisorex howelli,6764488983.43266,Sylvisorex,Soricidae,Eulipotyphla,4.317,426.9101194,LC,Omnivore,6764.48898343266
4187,Sylvisorex isabellae,677190373.415349,Sylvisorex,Soricidae,Eulipotyphla,8.157340556,426.9101194,EN,Omnivore,677.190373415349
4188,Sylvisorex johnstoni,970551370764.13,Sylvisorex,Soricidae,Eulipotyphla,3.19,426.9101194,LC,Omnivore,970551.37076413
4189,Sylvisorex konganensis,10455846968.2919,Sylvisorex,Soricidae,Eulipotyphla,5.15,426.9101194,DD,Omnivore,10455.846968291899
4190,Sylvisorex lunaris,19484821069.2598,Sylvisorex,Soricidae,Eulipotyphla,18.78,379.2929563,VU,Omnivore,19484.8210692598
4191,Sylvisorex morio,444443779.49072003,Sylvisorex,Soricidae,Eulipotyphla,13.78067769,379.2929563,EN,Omnivore,444.44377949072
4192,Sylvisorex ollula,1407399492572.91,Sylvisorex,Soricidae,Eulipotyphla,16.59,379.2929563,LC,Omnivore,1407399.49257291
4193,Sylvisorex oriundus,49071902922.1447,Sylvisorex,Soricidae,Eulipotyphla,8.295501825,426.9101194,DD,Omnivore,49071.9029221447
4194,Sylvisorex pluvialis,530521143.69469005,Sylvisorex,Soricidae,Eulipotyphla,8.295501825,426.9101194,DD,Omnivore,530.5211436946901
4195,Sylvisorex vulcanorum,23770256054.3583,Sylvisorex,Soricidae,Eulipotyphla,3.49,426.9101194,NT,Omnivore,23770.256054358302
4196,Symphalangus syndactylus,340358932955.32104,Symphalangus,Hylobatidae,Primates,10839.0,4745.0,EN,Omnivore,340358.93295532104
4197,Synaptomys borealis,6774122521232.42,Synaptomys,Cricetidae,Rodentia,21.3,589.3882991,LC,Herbivore,6774122.52123242
4198,Synaptomys cooperi,3223190983133.68,Synaptomys,Cricetidae,Rodentia,28.01,589.3882991,LC,Herbivore,3223190.98313368
4199,Syntheosciurus brochus,7878603661.023479,Syntheosciurus,Sciuridae,Rodentia,132.84,1384.121263,NT,Herbivore,7878.6036610234805
4200,Tachyglossus aculeatus,7766679886140.26,Tachyglossus,Tachyglossidae,Monotremata,4499.97,5687.0204,LC,Insectivore,7766679.88614026
4201,Tachyoryctes macrocephalus,3896100326.00059,Tachyoryctes,Spalacidae,Rodentia,621.88,1032.923574,EN,Herbivore,3896.1003260005896
4202,Tachyoryctes splendens,680061639542.09,Tachyoryctes,Spalacidae,Rodentia,227.13,1032.923574,LC,Herbivore,680061.63954209
4203,Tadarida aegyptiaca,4174986550892.53,Tadarida,Molossidae,Chiroptera,17.63,1427.913317,LC,Insectivore,4174986.55089253
4204,Tadarida brasiliensis,13833395317003.2,Tadarida,Molossidae,Chiroptera,12.61,1821.51315,LC,Insectivore,13833395.317003198
4205,Tadarida fulminans,295428056140.087,Tadarida,Molossidae,Chiroptera,33.89,1427.913317,LC,Insectivore,295428.056140087
4206,Tadarida insignis,306965826608.73804,Tadarida,Molossidae,Chiroptera,25.9,1427.913317,DD,Insectivore,306965.826608738
4207,Tadarida latouchei,185998862751.369,Tadarida,Molossidae,Chiroptera,25.9,1427.913317,DD,Insectivore,185998.862751369
4208,Tadarida lobata,186860183928.847,Tadarida,Molossidae,Chiroptera,25.9,1427.913317,LC,Insectivore,186860.183928847
4209,Tadarida teniotis,3844180528321.08,Tadarida,Molossidae,Chiroptera,28.07,1427.913317,LC,Insectivore,3844180.52832108
4210,Tadarida ventralis,2414175701992.25,Tadarida,Molossidae,Chiroptera,25.9,1427.913317,DD,Insectivore,2414175.70199225
4211,Taeromys arcuatus,5570533500.811689,Taeromys,Muridae,Rodentia,323.0,639.6318318,LC,NotAssigned,5570.533500811689
