,Binomial,Range_km_2,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
1184,Dipodomys phillipsii,62376.6822926047,41,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1185,Dipodomys simulans,97801.7276075441,57.7,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1186,Dipodomys spectabilis,523904.472839922,124.61,RODENTIA,HETEROMYIDAE,Dipodomys,NT,Omnivore
1187,Dipodomys stephensi,9357.63987629559,68.49,RODENTIA,HETEROMYIDAE,Dipodomys,EN,Omnivore
1188,Dipodomys venustus,16354.8890981944,81.52,RODENTIA,HETEROMYIDAE,Dipodomys,LC,Herbivore
1189,Dipus sagitta,3156283.73692321,89,RODENTIA,DIPODIDAE,Dipus,LC,Omnivore
1190,Distoechurus pennatus,536094.178402157,52.74,DIPROTODONTIA,ACROBATIDAE,Distoechurus,LC,Omnivore
1191,Dobsonia anderseni,46526.9956631065,233.99,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1192,Dobsonia beauforti,7912.76994781071,165.35,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1193,Dobsonia chapmani,29.1132395166004,224.3275,CHIROPTERA,PTEROPODIDAE,Dobsonia,CR,Herbivore
1194,Dobsonia crenulata,209291.767793273,218.21,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1195,Dobsonia emersa,2533.40449027652,201.06,CHIROPTERA,PTEROPODIDAE,Dobsonia,VU,Herbivore
1196,Dobsonia exoleta,179910.941064871,302.03,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1197,Dobsonia inermis,34750.3380236572,152.6,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1198,Dobsonia minor,614805.122011565,85.95,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1199,Dobsonia moluccensis,31934.7727827794,447.64,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1200,Dobsonia pannietensis,5415.20240476819,239.19,CHIROPTERA,PTEROPODIDAE,Dobsonia,NT,Herbivore
1201,Dobsonia peronii,87783.6829519233,226.51,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1202,Dobsonia praedatrix,44746.1208735512,178.74,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1203,Dobsonia viridis,27753.0074155591,240.66,CHIROPTERA,PTEROPODIDAE,Dobsonia,LC,Herbivore
1204,Dolichotis patagonum,1242890.66336699,8000,RODENTIA,CAVIIDAE,Dolichotis,NT,Herbivore
1205,Dolichotis salinicola,735943.704774133,1607.6,RODENTIA,CAVIIDAE,Dolichotis,LC,Herbivore
1206,Dologale dybowskii,484532.059623121,361.92,CARNIVORA,HERPESTIDAE,Dologale,DD,Insectivore
1208,Dorcopsis atrata,83.2503450792577,6198.87,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,CR,Herbivore
1209,Dorcopsis hageni,152961.909459996,5499.99,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,LC,Herbivore
1210,Dorcopsis luctuosa,159605.388109856,4939.56,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,VU,Herbivore
1211,Dorcopsis muelleri,125656.206275888,5370.79,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,LC,Herbivore
1212,Dorcopsulus macleayi,25885.9324325582,2780.54,DIPROTODONTIA,MACROPODIDAE,Dorcopsulus,LC,Herbivore
1213,Dorcopsulus vanheurni,179396.20369064,1890.36,DIPROTODONTIA,MACROPODIDAE,Dorcopsulus,NT,Herbivore
1214,Dremomys everetti,65728.2796634221,129.78,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1215,Dremomys gularis,42684.4228506791,246.4344257,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1216,Dremomys lokriah,361724.525700915,226.99,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1217,Dremomys pernyi,1752844.69009395,198.63,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1218,Dremomys pyrrhomerus,273456.935381064,245,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1219,Dremomys rufigenis,1600224.61988792,200.32,RODENTIA,SCIURIDAE,Dremomys,LC,Omnivore
1220,Dromiciops gliroides,139168.697294906,25,MICROBIOTHERIA,MICROBIOTHERIIDAE,Dromiciops,NT,Insectivore
1221,Dryomys laniger,32977.1408345339,25.91,RODENTIA,GLIRIDAE,Dryomys,DD,Omnivore
1222,Dryomys niethammeri,28.9523286334585,27.705,RODENTIA,GLIRIDAE,Dryomys,VU,Omnivore
1223,Dryomys nitedula,5228961.37893009,29.5,RODENTIA,GLIRIDAE,Dryomys,LC,Omnivore
1224,Dyacopterus brooksi,429470.103880899,81.1,CHIROPTERA,PTEROPODIDAE,Dyacopterus,VU,Herbivore
1225,Dyacopterus spadiceus,445039.67572167,81.1,CHIROPTERA,PTEROPODIDAE,Dyacopterus,NT,Herbivore
1226,Dymecodon pilirostris,38975.8778665458,15.46,EULIPOTYPHLA,TALPIDAE,Dymecodon,LC,Insectivore
1227,Echimys chrysurus,1583314.65316966,609.99,RODENTIA,ECHIMYIDAE,Echimys,LC,Herbivore
1228,Echimys saturnus,131044.759084447,626.89,RODENTIA,ECHIMYIDAE,Echimys,DD,Herbivore
1229,Echimys vieirai,68147.4645829668,618.44,RODENTIA,ECHIMYIDAE,Echimys,DD,Herbivore
1230,Echinops telfairi,110997.043013976,152.25,AFROSORICIDA,TENRECIDAE,Echinops,LC,Carnivore
1231,Echinosorex gymnura,1373927.09489008,756.53,EULIPOTYPHLA,ERINACEIDAE,Echinosorex,LC,Omnivore
1232,Echiothrix centrosa,29007.0514387422,265,RODENTIA,MURIDAE,Echiothrix,VU,Insectivore
1233,Echiothrix leucura,3632.50562444705,265,RODENTIA,MURIDAE,Echiothrix,EN,Insectivore
1234,Echymipera clara,175464.806212785,1204.61,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,LC,Herbivore
1235,Echymipera davidi,278.313007203925,817.05,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,EN,NotAssigned
1236,Echymipera echinista,631.162547697771,1204.61,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,DD,NotAssigned
1237,Echymipera kalubu,840230.160555296,825.16,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,LC,Omnivore
1238,Echymipera rufescens,859312.773234708,1051.48,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,LC,NotAssigned
1239,Ectophylla alba,124368.637731932,5.55,CHIROPTERA,PHYLLOSTOMIDAE,Ectophylla,NT,Herbivore
1240,Eidolon dupreanum,459920.677908106,297.58,CHIROPTERA,PTEROPODIDAE,Eidolon,VU,Herbivore
1241,Eidolon helvum,11801143.0112804,254.61,CHIROPTERA,PTEROPODIDAE,Eidolon,NT,Herbivore
1242,Eira barbara,13375251.9645856,4134.99,CARNIVORA,MUSTELIDAE,Eira,LC,Omnivore
1244,Elephantulus brachyrhynchus,3873781.78447781,45.11,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1245,Elephantulus edwardii,193831.222113438,49.69,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1246,Elephantulus fuscipes,150896.773002683,57,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,DD,Omnivore
1247,Elephantulus fuscus,155029.982670145,50.45666667,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,DD,Omnivore
1248,Elephantulus intufi,1213373.63455889,48.9,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1249,Elephantulus myurus,968874.137046784,59.51,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1250,Elephantulus pilicaudus,28417.2061681019,50.45666667,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,DD,Omnivore
1251,Elephantulus rozeti,730287.915356623,43.07,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1252,Elephantulus rufescens,1493539.5643424,52.78,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1253,Elephantulus rupestris,557942.358820418,65.56,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,LC,Omnivore
1255,Eligmodontia moreni,46843.320088217,18,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1256,Eligmodontia morgani,371771.926967079,16.5,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1257,Eligmodontia puerulus,447131.816735317,28.49,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1258,Eligmodontia typus,923196.300274037,17.37,RODENTIA,CRICETIDAE,Eligmodontia,LC,Omnivore
1259,Eliomys melanurus,148658.452102728,100.36,RODENTIA,GLIRIDAE,Eliomys,LC,Omnivore
1260,Eliomys munbyanus,874331.878283376,3.365900551,RODENTIA,GLIRIDAE,Eliomys,LC,Omnivore
1261,Eliomys quercinus,2361890.71616604,114.61,RODENTIA,GLIRIDAE,Eliomys,NT,Omnivore
1262,Eliurus antsingy,1263.36436010838,81.67625,RODENTIA,NESOMYIDAE,Eliurus,DD,Omnivore
1263,Eliurus danieli,866.351263245537,81.67625,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1264,Eliurus ellermani,19.8138782527006,100,RODENTIA,NESOMYIDAE,Eliurus,DD,Omnivore
1265,Eliurus grandidieri,60596.3011464912,81.67625,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1266,Eliurus majori,88713.252289521,100,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1267,Eliurus minor,114223.954625444,57.53,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1268,Eliurus myoxinus,278996.028880868,69.76,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1269,Eliurus penicillatus,1756.71957114209,100,RODENTIA,NESOMYIDAE,Eliurus,EN,Omnivore
1270,Eliurus petteri,1491.94068129923,75,RODENTIA,NESOMYIDAE,Eliurus,EN,Omnivore
1271,Eliurus tanala,120847.234101724,89.99,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1272,Eliurus webbi,133417.891571365,61.13,RODENTIA,NESOMYIDAE,Eliurus,LC,Omnivore
1273,Ellobius alaicus,2603.35313639758,74.32825,RODENTIA,CRICETIDAE,Ellobius,DD,Herbivore
1274,Ellobius fuscocapillus,478901.770427617,80,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1275,Ellobius lutescens,310071.50607506,117.313,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1276,Ellobius talpinus,2984348.36223401,40,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1277,Ellobius tancrei,3010219.51855903,60,RODENTIA,CRICETIDAE,Ellobius,LC,Herbivore
1278,Emballonura alecto,1212058.63970479,5.25,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1279,Emballonura beccarii,91115.5496670437,4.31,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1280,Emballonura dianae,90454.2570552052,5.226666667,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1281,Emballonura furax,67862.1098745125,5.226666667,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1282,Emballonura monticola,1690478.09769425,5.35,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1283,Emballonura raffrayana,216474.621498141,5.61,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1284,Emballonura semicaudata,2132.3586143606,6.29,CHIROPTERA,EMBALLONURIDAE,Emballonura,EN,Insectivore
1285,Emballonura serii,11497.3402771234,5.226666667,CHIROPTERA,EMBALLONURIDAE,Emballonura,LC,Insectivore
1286,Enchisthenes hartii,3104265.80503551,16.99,CHIROPTERA,PHYLLOSTOMIDAE,Enchisthenes,LC,Herbivore
1288,Eoglaucomys fimbriatus,188926.505679336,510,RODENTIA,SCIURIDAE,Eoglaucomys,LC,Herbivore
1289,Eolagurus luteus,398218.203863089,26,RODENTIA,CRICETIDAE,Eolagurus,LC,Herbivore
1290,Eolagurus przewalskii,903282.338430122,46.25861204,RODENTIA,CRICETIDAE,Eolagurus,LC,Herbivore
1291,Eonycteris major,732628.333642747,70.7,CHIROPTERA,PTEROPODIDAE,Eonycteris,DD,Herbivore
1292,Eonycteris robusta,114505.676954873,78.36,CHIROPTERA,PTEROPODIDAE,Eonycteris,NT,Herbivore
1293,Eonycteris spelaea,3525479.57992719,58.7,CHIROPTERA,PTEROPODIDAE,Eonycteris,LC,Herbivore
1294,Eospalax fontanierii,1200261.54332674,256.76,RODENTIA,SPALACIDAE,Eospalax,LC,Herbivore
1295,Eospalax rothschildi,231582.614229499,104.345,RODENTIA,SPALACIDAE,Eospalax,LC,Herbivore
1296,Eospalax smithii,134733.51854661,94.15,RODENTIA,SPALACIDAE,Eospalax,LC,Herbivore
1297,Eothenomys cachinus,26622.1162827599,46.25861204,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1298,Eothenomys chinensis,9008.53559929124,45.3,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1299,Eothenomys custos,115717.024117281,30.8,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1300,Eothenomys melanogaster,1722778.42191258,19.59,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1301,Eothenomys miletus,402517.49757906,46.25861204,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1302,Eothenomys olitor,178337.273779764,22,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1303,Eothenomys proditor,38453.4640504008,42.5,RODENTIA,CRICETIDAE,Eothenomys,LC,Omnivore
1304,Eothenomys wardi,8336.89168604264,46.25861204,RODENTIA,CRICETIDAE,Eothenomys,NT,Omnivore
1305,Eozapus setchuanus,544443.404317994,32.576,RODENTIA,DIPODIDAE,Eozapus,LC,Herbivore
1306,Episoriculus caudatus,315678.16862385,6.27,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1307,Episoriculus fumidus,12808.8745473566,6.95,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1308,Episoriculus leucops,236567.93155123,9.35,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1309,Episoriculus macrurus,375478.791981118,8.157340556,EULIPOTYPHLA,SORICIDAE,Episoriculus,LC,Carnivore
1310,Epixerus ebii,540521.707322819,520.96,RODENTIA,SCIURIDAE,Epixerus,LC,Omnivore
1311,Epomophorus angolensis,383545.515943333,88.458,CHIROPTERA,PTEROPODIDAE,Epomophorus,NT,Herbivore
1312,Epomophorus anselli,3093.93915501679,88.458,CHIROPTERA,PTEROPODIDAE,Epomophorus,DD,Herbivore
1313,Epomophorus crypturus,2084462.87813464,95.04,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1314,Epomophorus gambianus,3790877.8060747,134.59,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1315,Epomophorus grandis,508.126043219626,49.42,CHIROPTERA,PTEROPODIDAE,Epomophorus,DD,Herbivore
1316,Epomophorus labiatus,1765054.63905639,69.65,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1317,Epomophorus minimus,264477.331727082,88.458,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1318,Epomophorus wahlbergi,4969655.79650425,93.59,CHIROPTERA,PTEROPODIDAE,Epomophorus,LC,Herbivore
1319,Epomops buettikoferi,1079071.73149484,135.67,CHIROPTERA,PTEROPODIDAE,Epomops,LC,Herbivore
1320,Epomops dobsonii,1366241.64134928,122.08,CHIROPTERA,PTEROPODIDAE,Epomops,LC,Herbivore
1321,Epomops franqueti,4508885.25775881,118.99,CHIROPTERA,PTEROPODIDAE,Epomops,LC,Herbivore
1322,Eptesicus andinus,811309.789999139,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1323,Eptesicus bobrinskoi,643876.194002916,7.54,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1324,Eptesicus bottae,3884962.23520413,15.66,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1325,Eptesicus brasiliensis,13116876.7370665,9.2,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1326,Eptesicus chiriquinus,271199.909023016,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1327,Eptesicus diminutus,2385987.18432466,5.99,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1328,Eptesicus dimissus,4071.46090293573,13.03,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,DD,Insectivore
1329,Eptesicus floweri,874978.942691982,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1330,Eptesicus furinalis,16292635.3496841,7.7,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1331,Eptesicus fuscus,12788319.1604647,17.49,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1332,Eptesicus gobiensis,3884753.03794617,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1333,Eptesicus guadeloupensis,1468.6887970544,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,EN,Insectivore
1334,Eptesicus hottentotus,2853569.69939978,30.33,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1335,Eptesicus innoxius,167226.435571734,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,NT,Insectivore
1336,Eptesicus japonensis,3410.49554236462,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,EN,Insectivore
1338,Eptesicus nilssonii,10471830.831349,10.72,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1339,Eptesicus pachyotis,1205404.62034507,8.1,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1340,Eptesicus platyops,310.799191653645,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,DD,Insectivore
1341,Eptesicus serotinus,12117163.2963108,23.09,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,LC,Insectivore
1342,Eptesicus tatei,1128.00169625912,12.56384615,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,DD,Insectivore
1348,Equus zebra,321618.524011483,282462.1,PERISSODACTYLA,EQUIDAE,Equus,VU,Herbivore
1349,Eremitalpa granti,50299.2248645623,22.04,AFROSORICIDA,CHRYSOCHLORIDAE,Eremitalpa,LC,Insectivore
1350,Eremodipus lichtensteini,559488.175947105,51,RODENTIA,DIPODIDAE,Eremodipus,LC,Herbivore
1351,Eremoryzomys polius,30558.699263967,60.64641072,RODENTIA,CRICETIDAE,Eremoryzomys,DD,Omnivore
1352,Erethizon dorsatum,12063333.8006342,7419.46,RODENTIA,ERETHIZONTIDAE,Erethizon,LC,Herbivore
1353,Erinaceus amurensis,4253017.68032073,780,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Insectivore
1354,Erinaceus concolor,1346702.02551424,665.99,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Insectivore
1355,Erinaceus europaeus,3809104.18183925,777.95,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Carnivore
1356,Erinaceus roumanicus,6029342.44476904,772,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,LC,Carnivore
1357,Eropeplus canus,12606.8959438457,50,RODENTIA,MURIDAE,Eropeplus,VU,Omnivore
1358,Erophylla bombifrons,82891.9517461437,16.28,CHIROPTERA,PHYLLOSTOMIDAE,Erophylla,LC,Omnivore
1359,Erophylla sezekorni,122945.382290194,15.87,CHIROPTERA,PHYLLOSTOMIDAE,Erophylla,LC,Omnivore
1360,Erythrocebus patas,7128090.09137494,7966.3,PRIMATES,CERCOPITHECIDAE,Erythrocebus,LC,Herbivore
1361,Euchoreutes naso,1675137.39467338,24.14,RODENTIA,DIPODIDAE,Euchoreutes,LC,Insectivore
1362,Euderma maculatum,2104575.51217898,16.17,CHIROPTERA,VESPERTILIONIDAE,Euderma,LC,Insectivore
1363,Eudiscopus denticulus,5126.25730139854,10.17892383,CHIROPTERA,VESPERTILIONIDAE,Eudiscopus,LC,Insectivore
1368,Eulemur albifrons,18368.0809247146,2300,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1370,Eulemur collaris,8159.93086926519,2250,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1371,Eulemur coronatus,6235.82005147082,1699.85,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1372,Eulemur flavifrons,2530.92368956298,2158.365455,PRIMATES,LEMURIDAE,Eulemur,CR,NotAssigned
1373,Eulemur fulvus,48619.831163556,2376.99,PRIMATES,LEMURIDAE,Eulemur,NT,Herbivore
1374,Eulemur macaco,8304.28687717141,2040,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore
1375,Eulemur mongoz,8335.95734561821,1771.13,PRIMATES,LEMURIDAE,Eulemur,CR,Herbivore
1376,Eulemur rubriventer,49838.4217586559,2015.4,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore
1377,Eulemur rufifrons,32613.3247324344,2250,PRIMATES,LEMURIDAE,Eulemur,NT,Herbivore
1378,Eulemur rufus,38354.3421862327,2394.62,PRIMATES,LEMURIDAE,Eulemur,VU,Herbivore
1379,Eulemur sanfordi,3693.54970792558,2394.03,PRIMATES,LEMURIDAE,Eulemur,EN,Herbivore
1380,Eumops auripendulus,14106380.1431239,28.49,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1381,Eumops bonariensis,1161591.60456805,12.22,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1382,Eumops dabbenei,2407793.16263625,67.27,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1384,Eumops glaucinus,8971589.21313444,36.2,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1385,Eumops hansae,6415794.95195568,15.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1386,Eumops maurus,1223087.88236807,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,DD,Insectivore
1387,Eumops patagonicus,1535913.69627534,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1388,Eumops perotis,11694940.9800452,50.97,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1389,Eumops trumbulli,4744144.76044137,38.47,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1390,Eumops underwoodi,955532.598818883,58.67,CHIROPTERA,MOLOSSIDAE,Eumops,LC,Insectivore
1391,Euneomys chinchilloides,52427.1977579661,75.57,RODENTIA,CRICETIDAE,Euneomys,DD,Herbivore
1392,Euneomys fossor,32631.0966325992,83,RODENTIA,CRICETIDAE,Euneomys,DD,Herbivore
1393,Euneomys mordax,52343.6204927394,81.99,RODENTIA,CRICETIDAE,Euneomys,LC,Herbivore
1394,Euneomys petersoni,591129.98584301,83,RODENTIA,CRICETIDAE,Euneomys,LC,Herbivore
1395,Euoticus elegantulus,782195.172508853,295.48,PRIMATES,GALAGIDAE,Euoticus,LC,Omnivore
1396,Euoticus pallidus,95877.4398151188,277.37,PRIMATES,GALAGIDAE,Euoticus,LC,Herbivore
1398,Eupleres goudotii,83233.8221142048,2763.34,CARNIVORA,EUPLERIDAE,Eupleres,VU,Insectivore
1399,Euroscaptor grandis,114257.538503007,46.84098624,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1400,Euroscaptor klossi,668526.117613819,80.33613646,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1401,Euroscaptor longirostris,267544.444130032,46.84098624,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1402,Euroscaptor micrura,38884.1773756741,60.46,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1403,Euroscaptor mizura,15898.0222622366,25.05,EULIPOTYPHLA,TALPIDAE,Euroscaptor,LC,Insectivore
1404,Euroscaptor parvidens,4751.09268933026,51.90562179,EULIPOTYPHLA,TALPIDAE,Euroscaptor,DD,Insectivore
1405,Euryoryzomys emmonsae,614958.516928975,59.9882,RODENTIA,CRICETIDAE,Euryoryzomys,DD,Omnivore
1406,Euryoryzomys lamia,151697.590228928,60.5005,RODENTIA,CRICETIDAE,Euryoryzomys,EN,Omnivore
1407,Euryoryzomys legatus,64124.6433412903,61.5005,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1408,Euryoryzomys macconnelli,4294741.43423416,62.245,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1409,Euryoryzomys nitidus,1305117.7598854,55.195,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1410,Euryoryzomys russatus,1009797.25003826,60.5,RODENTIA,CRICETIDAE,Euryoryzomys,LC,Omnivore
1411,Euryzygomatomys spinosus,807898.803302412,187.49,RODENTIA,ECHIMYIDAE,Euryzygomatomys,LC,Herbivore
1412,Exilisciurus concinnus,120457.568341073,27.72,RODENTIA,SCIURIDAE,Exilisciurus,LC,Omnivore
1413,Exilisciurus exilis,692680.992363517,21.75,RODENTIA,SCIURIDAE,Exilisciurus,DD,Omnivore
1414,Exilisciurus whiteheadi,155449.50081196,24.91,RODENTIA,SCIURIDAE,Exilisciurus,LC,Herbivore
1416,Falsistrellus mackenziei,24590.6652511523,23,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,NT,Insectivore
1417,Falsistrellus mordax,126420.48965779,22.77,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,DD,Insectivore
1418,Falsistrellus petersi,28175.67439192,22.77,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,DD,Insectivore
1419,Falsistrellus tasmaniensis,386377.219746214,22.54,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,LC,Insectivore
1420,Felis chaus,7003314.53269505,7157.99,CARNIVORA,FELIDAE,Felis,LC,Carnivore
1423,Felis silvestris,29178043.0377969,4573.08,CARNIVORA,FELIDAE,Felis,LC,Carnivore
1424,Felovia vae,183978.136288205,205,RODENTIA,CTENODACTYLIDAE,Felovia,LC,Herbivore
1425,Feroculus feroculus,2647.27147441739,35.99,EULIPOTYPHLA,SORICIDAE,Feroculus,EN,Omnivore
1426,Fossa fossana,91105.3153851193,1853.98,CARNIVORA,EUPLERIDAE,Fossa,VU,Insectivore
1427,Funambulus layardi,1276.82505171498,168,RODENTIA,SCIURIDAE,Funambulus,VU,Omnivore
1428,Funambulus palmarum,1262913.13224394,136.4,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore
1429,Funambulus pennantii,2908044.51017161,102.49,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore
1430,Funambulus sublineatus,28410.6501573391,70.93,RODENTIA,SCIURIDAE,Funambulus,VU,Omnivore
1431,Funambulus tristriatus,79438.2354321018,134.62,RODENTIA,SCIURIDAE,Funambulus,LC,Omnivore
1432,Funisciurus anerythrus,2279756.18952824,223.54,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore
1433,Funisciurus bayonii,385068.881404788,134.99,RODENTIA,SCIURIDAE,Funisciurus,DD,Herbivore
1434,Funisciurus carruthersi,93369.0696780536,276.85,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore
1435,Funisciurus congicus,1734998.17321513,112,RODENTIA,SCIURIDAE,Funisciurus,LC,Herbivore
