,binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
3115,Ochotona erythrotis,543314.782233482,181.0,LC,Herbivore,LAGOMORPHA
3116,Ochotona forresti,38532.7803062603,125.0,LC,Herbivore,LAGOMORPHA
3117,Ochotona gloveri,417996.814650212,181.0,LC,Herbivore,LAGOMORPHA
3118,Ochotona hoffmanni,1241.7002656878099,157.37719230000002,EN,Herbivore,LAGOMORPHA
3119,Ochotona hyperborea,8990050.46995655,120.0,LC,Herbivore,LAGOMORPHA
3121,Ochotona koslowi,4849.15162067452,188.6965,EN,Herbivore,LAGOMORPHA
3122,Ochotona ladacensis,786588.389389436,131.475,LC,Herbivore,LAGOMORPHA
3123,Ochotona macrotis,2931190.69912368,204.75,LC,Herbivore,LAGOMORPHA
3124,Ochotona nubrica,491704.99633651,235.0,LC,Herbivore,LAGOMORPHA
3125,Ochotona princeps,894661.4109297341,157.63,LC,Herbivore,LAGOMORPHA
3126,Ochotona pusilla,1530161.49697874,142.5,LC,Herbivore,LAGOMORPHA
3127,Ochotona roylei,493849.81394530204,260.0,LC,Herbivore,LAGOMORPHA
3128,Ochotona rufescens,946120.658205493,250.0,LC,Herbivore,LAGOMORPHA
3129,Ochotona rutila,206938.68087229397,250.0,LC,Herbivore,LAGOMORPHA
3130,Ochotona thibetana,729354.2946411179,83.1,LC,Herbivore,LAGOMORPHA
3131,Ochotona thomasi,328463.40951841604,97.5,LC,Herbivore,LAGOMORPHA
3132,Ochotona turuchanensis,1642743.89290138,120.0,LC,Herbivore,LAGOMORPHA
3133,Ochrotomys nuttalli,1444556.93965633,22.81,LC,Herbivore,RODENTIA
3134,Octodon bridgesi,120968.71319359301,162.25,VU,Herbivore,RODENTIA
3135,Octodon degus,63501.347468006796,203.27,LC,Herbivore,RODENTIA
3136,Octodon lunatus,25576.9872684904,200.55,NT,Herbivore,RODENTIA
3137,Octodon pacificus,53.0405072148221,180.46,CR,Herbivore,RODENTIA
3138,Octodontomys gliroides,487312.914511575,155.77,LC,Herbivore,RODENTIA
3139,Octomys mimax,118944.764420359,124.43,LC,Herbivore,RODENTIA
3142,Oecomys auyantepui,1088892.3547115,46.25861204,LC,Omnivore,RODENTIA
3143,Oecomys bicolor,8594483.01177492,40.74,LC,Omnivore,RODENTIA
3144,Oecomys catherinae,3493013.37739164,46.25861204,LC,Omnivore,RODENTIA
3145,Oecomys cleberi,6482.895364416011,73.4,DD,Omnivore,RODENTIA
3146,Oecomys concolor,4925971.76986704,46.33,LC,Omnivore,RODENTIA
3147,Oecomys flavicans,42577.4438326788,73.4,LC,Herbivore,RODENTIA
3148,Oecomys mamorae,651947.902522561,62.5,LC,Herbivore,RODENTIA
3149,Oecomys paricola,392843.51347530796,73.4,DD,Omnivore,RODENTIA
3150,Oecomys phaeotis,117475.217916194,73.4,LC,Omnivore,RODENTIA
3151,Oecomys rex,515092.56454770203,73.4,LC,Omnivore,RODENTIA
3152,Oecomys roberti,3727054.37865729,73.4,LC,Omnivore,RODENTIA
3153,Oecomys rutilus,1186681.61236231,73.4,LC,Omnivore,RODENTIA
3154,Oecomys speciosus,380157.556065277,73.4,LC,Omnivore,RODENTIA
3155,Oecomys superans,1547918.84055622,73.4,LC,Omnivore,RODENTIA
3156,Oecomys trinitatis,4830186.91080005,73.4,LC,Omnivore,RODENTIA
3157,Oenomys hypoxanthus,4172138.30532019,89.84,LC,Omnivore,RODENTIA
3158,Oenomys ornatus,159443.68620148802,85.5,LC,Omnivore,RODENTIA
3160,Olallamys albicauda,5976.59620161394,273.5,DD,Herbivore,RODENTIA
3161,Olallamys edax,5390.2449326675205,206.4,DD,Herbivore,RODENTIA
3162,Oligoryzomys andinus,260991.295366931,25.2,LC,Omnivore,RODENTIA
3163,Oligoryzomys arenalis,96928.4013787468,25.2,LC,Omnivore,RODENTIA
3164,Oligoryzomys brendae,161.567210045445,26.55990747,DD,Omnivore,RODENTIA
3165,Oligoryzomys chacoensis,760935.694451697,23.0,LC,Omnivore,RODENTIA
3166,Oligoryzomys delticola,371852.80089730205,29.39,LC,Omnivore,RODENTIA
3167,Oligoryzomys destructor,661051.39488611,25.2,LC,Omnivore,RODENTIA
3168,Oligoryzomys eliurus,2260961.42943597,34.58,LC,Omnivore,RODENTIA
3169,Oligoryzomys flavescens,3149813.56757592,21.3,LC,Herbivore,RODENTIA
3170,Oligoryzomys fornesi,1734747.83828258,22.5,LC,Omnivore,RODENTIA
3171,Oligoryzomys fulvescens,2895296.89132777,25.0,LC,Omnivore,RODENTIA
3172,Oligoryzomys griseolus,52670.1698649067,25.2,LC,Omnivore,RODENTIA
3173,Oligoryzomys longicaudatus,629006.740547332,27.54,LC,Omnivore,RODENTIA
3174,Oligoryzomys magellanicus,135925.08773791,25.2,LC,Omnivore,RODENTIA
3175,Oligoryzomys microtis,2722586.19753977,22.5,LC,Omnivore,RODENTIA
3176,Oligoryzomys moojeni,180679.752934419,26.55990747,DD,Omnivore,RODENTIA
3177,Oligoryzomys nigripes,3214708.39273613,20.33,LC,Herbivore,RODENTIA
3178,Oligoryzomys rupestris,6039.386301871021,26.55990747,DD,Omnivore,RODENTIA
3179,Oligoryzomys stramineus,530369.854215833,26.55990747,LC,Omnivore,RODENTIA
3180,Oligoryzomys vegetus,9901.690503810809,46.25861204,LC,Omnivore,RODENTIA
3181,Ondatra zibethicus,35095076.4587567,991.31,LC,Herbivore,RODENTIA
3183,Onychogalea unguifera,951054.222261133,6494.73,LC,Herbivore,DIPROTODONTIA
3184,Onychomys arenicola,686486.362340285,30.0,LC,Carnivore,RODENTIA
3185,Onychomys leucogaster,3841451.1676842994,27.92,LC,Carnivore,RODENTIA
3186,Onychomys torridus,767649.883974453,21.68,LC,Insectivore,RODENTIA
3188,Oreoryzomys balneator,11450.2809943523,60.64641072,DD,Omnivore,RODENTIA
3191,Orthogeomys cavator,5662.46973577678,650.0,LC,Herbivore,RODENTIA
3192,Orthogeomys cuniculus,270.869900303195,499.99,DD,Herbivore,RODENTIA
3193,Orthogeomys grandis,140755.456371129,499.99,LC,Herbivore,RODENTIA
3194,Orthogeomys heterodus,1191.90013877223,615.0,LC,Herbivore,RODENTIA
3195,Orthogeomys hispidus,397264.661978095,499.99,LC,Herbivore,RODENTIA
3196,Orthogeomys underwoodi,6276.291733548001,250.0,LC,Herbivore,RODENTIA
3197,Orycteropus afer,19273000.829799,56175.2,LC,Carnivore,TUBULIDENTATA
3198,Oryctolagus cuniculus,972311.225731338,1590.57,NT,Herbivore,LAGOMORPHA
3202,Oryzomys couesi,1480835.58384801,69.29,LC,Omnivore,RODENTIA
3203,Oryzomys dimidiatus,1125.60333170429,46.25861204,LC,Omnivore,RODENTIA
3204,Oryzomys gorgasi,161379.269948507,60.5,EN,Omnivore,RODENTIA
3205,Oryzomys palustris,1508984.72949674,53.26,LC,Omnivore,RODENTIA
3206,Oryzorictes hova,124191.676581715,35.74,LC,Insectivore,AFROSORICIDA
3207,Oryzorictes tetradactylus,14226.2159112729,35.99,DD,Insectivore,AFROSORICIDA
3208,Osgoodomys banderanus,179803.687408932,49.99,LC,Omnivore,RODENTIA
3210,Otocyon megalotis,4957026.92827002,4098.12,LC,Omnivore,CARNIVORA
3211,Otolemur crassicaudatus,5610182.27607331,1206.61,LC,Omnivore,PRIMATES
3212,Otolemur garnettii,526936.803950732,811.17,LC,Omnivore,PRIMATES
3213,Otomops formosus,20026.646581401103,34.92,DD,Insectivore,CHIROPTERA
3214,Otomops johnstonei,121.012856379932,34.92,DD,Insectivore,CHIROPTERA
3215,Otomops madagascariensis,3539.5004593924104,34.92,LC,Insectivore,CHIROPTERA
3216,Otomops martiensseni,5186379.58489751,34.92,NT,Insectivore,CHIROPTERA
3217,Otomops papuensis,222.838596749029,34.92,DD,Insectivore,CHIROPTERA
3218,Otomops secundus,4.11157397269076,34.92,DD,Insectivore,CHIROPTERA
3219,Otomops wroughtoni,14508.4629577049,34.92,DD,Insectivore,CHIROPTERA
3220,Otomys anchietae,71608.9388838879,63.85388804,LC,Herbivore,RODENTIA
3221,Otomys angoniensis,595015.154368768,100.64,LC,Herbivore,RODENTIA
3222,Otomys barbouri,398.100451026697,63.85388804,EN,Herbivore,RODENTIA
3223,Otomys burtoni,383.85566785762705,108.83333329999999,EN,Herbivore,RODENTIA
3224,Otomys cuanzensis,115191.810108113,63.85388804,LC,Herbivore,RODENTIA
3225,Otomys denti,80971.5425288526,120.0,LC,Herbivore,RODENTIA
3226,Otomys irroratus,183846.80488085,114.45,LC,Herbivore,RODENTIA
3227,Otomys lacustris,18223.2044324893,63.85388804,VU,Herbivore,RODENTIA
3228,Otomys laminatus,86794.5980400649,150.0,LC,Herbivore,RODENTIA
3229,Otomys occidentalis,10690.7435820784,72.8,VU,Herbivore,RODENTIA
3230,Otomys sloggetti,156902.41062677,106.3,LC,Herbivore,RODENTIA
3231,Otomys tropicalis,143756.977666223,108.833,LC,Herbivore,RODENTIA
3232,Otomys typus,396688.574128051,100.0,LC,Herbivore,RODENTIA
3233,Otomys unisulcatus,374301.32046202,124.5,LC,Herbivore,RODENTIA
3234,Otonycteris hemprichii,1283365.03895015,21.98,LC,Insectivore,CHIROPTERA
3235,Otonyctomys hatti,127970.46636097801,36.2,LC,Herbivore,RODENTIA
3236,Otopteropus cartilagonodus,105071.32156286099,16.92,LC,Herbivore,CHIROPTERA
3237,Ototylomys phyllotis,491821.32464512205,86.94,LC,Herbivore,RODENTIA
3244,Ovis orientalis,2228110.96153142,42500.0,VU,Herbivore,CETARTIODACTYLA
3245,Oxymycterus amazonicus,775761.454657253,63.27295218,LC,Omnivore,RODENTIA
3246,Oxymycterus angularis,457117.79242482706,67.99,LC,Omnivore,RODENTIA
3247,Oxymycterus caparoae,63202.747040600305,63.27295218,LC,Omnivore,RODENTIA
3248,Oxymycterus dasytrichus,284268.490970661,75.39976634,LC,Omnivore,RODENTIA
3249,Oxymycterus delator,82738.6394634569,81.49,LC,Insectivore,RODENTIA
3250,Oxymycterus hiska,34290.912044193195,67.99,LC,Insectivore,RODENTIA
3251,Oxymycterus hispidus,437415.767954171,36.75,LC,Omnivore,RODENTIA
3252,Oxymycterus hucucha,4794.717130703029,67.99,EN,Insectivore,RODENTIA
3253,Oxymycterus inca,360850.75420554297,34.99,LC,Omnivore,RODENTIA
3254,Oxymycterus josei,4182.50612312663,63.27295218,EN,Omnivore,RODENTIA
3255,Oxymycterus nasutus,558988.935528729,67.99,LC,Omnivore,RODENTIA
3256,Oxymycterus paramensis,286548.336839273,41.99,LC,Insectivore,RODENTIA
3257,Oxymycterus quaestor,784234.915101827,46.25861204,LC,Omnivore,RODENTIA
3258,Oxymycterus roberti,842669.390970313,83.71,LC,Omnivore,RODENTIA
3259,Oxymycterus rufus,280709.286363157,82.01,LC,Omnivore,RODENTIA
3261,Pachyuromys duprasi,1305337.9318531,47.5,LC,Insectivore,RODENTIA
3262,Paguma larvata,6171079.81590339,4300.0,LC,Omnivore,CARNIVORA
3263,Palawanomys furvus,878.1295428366741,141.0605074,LC,Omnivore,RODENTIA
3264,Pan paniscus,415766.35932481,35119.95,EN,Herbivore,PRIMATES
3268,Panthera pardus,8516208.6907303,52399.99,VU,Carnivore,CARNIVORA
3272,Papagomys armandvillei,13936.035966385,8800.0,NT,Omnivore,RODENTIA
3273,Papio anubis,7827026.79900558,17728.56,LC,Omnivore,PRIMATES
3274,Papio cynocephalus,1941964.97113671,15822.15,LC,Carnivore,PRIMATES
3275,Papio hamadryas,610339.021199688,14007.08,LC,Omnivore,PRIMATES
3276,Papio papio,442077.493326713,18026.05,NT,Omnivore,PRIMATES
3277,Papio ursinus,3348700.40361295,17729.44,LC,Insectivore,PRIMATES
3278,Pappogeomys bulleri,35908.5320632307,150.0,LC,Herbivore,RODENTIA
3279,Paracrocidura graueri,997.7218393078481,10.16867028,DD,Omnivore,EULIPOTYPHLA
3280,Paracrocidura maxima,25266.590958431498,8.157340556,NT,Omnivore,EULIPOTYPHLA
3281,Paracrocidura schoutedeni,671226.317978677,12.18,LC,Omnivore,EULIPOTYPHLA
3282,Paracynictis selousi,1796820.96501393,1669.72,LC,Carnivore,CARNIVORA
3283,Paradipus ctenodactylus,386135.51523129997,140.0,LC,Herbivore,RODENTIA
3284,Paradoxurus hermaphroditus,7411722.79574402,3200.0,LC,Omnivore,CARNIVORA
3285,Paradoxurus jerdoni,66739.9543573154,3530.33,LC,Herbivore,CARNIVORA
3286,Paradoxurus zeylonensis,18391.6619255324,2821.3,LC,Omnivore,CARNIVORA
3287,Paraechinus aethiopicus,3874413.07387953,352.4,LC,Insectivore,EULIPOTYPHLA
3288,Paraechinus hypomelas,2536452.00802724,213.0,LC,Insectivore,EULIPOTYPHLA
3289,Paraechinus micropus,414921.361835245,171.0,LC,Omnivore,EULIPOTYPHLA
3290,Paraechinus nudiventris,9534.74942486785,245.4666667,LC,Insectivore,EULIPOTYPHLA
3291,Parahydromys asper,223146.354936075,526.66,LC,Insectivore,RODENTIA
3292,Paraleptomys rufilatus,586.356286945466,54.99,EN,Omnivore,RODENTIA
3293,Paraleptomys wilhelmina,4686.89503549726,33.68,DD,Omnivore,RODENTIA
3294,Paramelomys gressitti,3294.82135483493,97.25428571,EN,Herbivore,RODENTIA
3295,Paramelomys levipes,27271.382811401603,82.81,LC,Herbivore,RODENTIA
3296,Paramelomys lorentzii,175785.869169715,150.0,LC,Herbivore,RODENTIA
3297,Paramelomys mollis,225112.951442515,90.05,LC,Herbivore,RODENTIA
3298,Paramelomys moncktoni,79468.89064405981,80.56,LC,Herbivore,RODENTIA
3299,Paramelomys naso,115422.81661484,144.6,LC,Herbivore,RODENTIA
3300,Paramelomys platyops,496373.43122119,85.6,LC,Herbivore,RODENTIA
3301,Paramelomys rubex,234666.786779482,47.16,LC,Herbivore,RODENTIA
3302,Paramelomys steini,405.004382906408,97.25428571,DD,Herbivore,RODENTIA
3304,Paranyctimene raptor,781865.558314427,24.94,LC,Herbivore,CHIROPTERA
3305,Paranyctimene tenax,781865.558314427,24.94,LC,Herbivore,CHIROPTERA
3306,Parascalops breweri,831948.6189406491,51.11,LC,Insectivore,EULIPOTYPHLA
3307,Parascaptor leucura,373607.968769738,45.604,LC,Insectivore,EULIPOTYPHLA
3308,Paraxerus alexandri,259068.847258339,50.73,LC,Omnivore,RODENTIA
3309,Paraxerus boehmi,956025.60643198,70.24,LC,Omnivore,RODENTIA
3310,Paraxerus cepapi,2692245.4423745,222.85,LC,Omnivore,RODENTIA
3311,Paraxerus cooperi,10800.3360467656,250.0,DD,Omnivore,RODENTIA
3312,Paraxerus flavovittis,666787.981381219,160.0,LC,Omnivore,RODENTIA
3313,Paraxerus lucifer,12059.0832123604,692.45,DD,Omnivore,RODENTIA
3314,Paraxerus ochraceus,547064.702101398,104.3,LC,Omnivore,RODENTIA
3315,Paraxerus palliatus,1045560.20712708,365.37,LC,Omnivore,RODENTIA
3316,Paraxerus poensis,1570567.2095223998,100.0,LC,Omnivore,RODENTIA
3317,Paraxerus vexillarius,32146.5900101383,675.0,NT,Omnivore,RODENTIA
3318,Paraxerus vincenti,2218.8435402041896,246.43442569999996,EN,Omnivore,RODENTIA
3319,Pardofelis marmorata,1389005.70084994,2826.68,NT,Carnivore,CARNIVORA
3320,Parotomys brantsii,679427.622020204,129.5,LC,Herbivore,RODENTIA
3321,Parotomys littledalei,597770.682492474,126.99,LC,Herbivore,RODENTIA
3322,Paruromys dominator,169337.754275056,325.31,LC,Herbivore,RODENTIA
3323,Pattonomys occasius,192026.64201668897,300.0,DD,Herbivore,RODENTIA
3324,Pattonomys semivillosus,70580.24548094321,300.0,LC,Herbivore,RODENTIA
3325,Paulamys naso,748.4983661198739,122.0,EN,Omnivore,RODENTIA
3326,Pecari tajacu,15365505.235942,21133.69,LC,Omnivore,CETARTIODACTYLA
3327,Pectinator spekei,419154.664492506,169.7,LC,Herbivore,RODENTIA
3328,Pedetes capensis,3817919.88091032,2549.25,LC,Herbivore,RODENTIA
3329,Pedetes surdaster,457190.945776697,3155.005,LC,Herbivore,RODENTIA
3331,Pelomys campanae,656702.214946997,63.85388804,LC,Herbivore,RODENTIA
3332,Pelomys fallax,3495775.46838966,120.46,LC,Herbivore,RODENTIA
3333,Pelomys hopkinsi,28270.4559422185,73.57347201,DD,Herbivore,RODENTIA
3334,Pelomys isseli,162.93269631573,59.99,NT,Herbivore,RODENTIA
3335,Pelomys minor,309824.59120165696,49.99,LC,Herbivore,RODENTIA
3337,Penthetor lucasi,1288201.06401966,35.39,LC,Herbivore,CHIROPTERA
3340,Perameles nasuta,411183.136138471,720.26,LC,Omnivore,PERAMELEMORPHIA
3341,Perodicticus potto,714700.0009172059,1081.81,LC,Omnivore,PRIMATES
3342,Perognathus amplus,122119.518521051,11.97,LC,Omnivore,RODENTIA
3343,Perognathus fasciatus,1039860.87419491,11.29,LC,Omnivore,RODENTIA
3344,Perognathus flavescens,1542733.95326201,9.21,LC,Omnivore,RODENTIA
3345,Perognathus flavus,1540957.5671476002,7.97,LC,Omnivore,RODENTIA
3346,Perognathus inornatus,73760.0307894624,10.16,LC,Herbivore,RODENTIA
3347,Perognathus longimembris,520454.39151123,8.07,LC,Omnivore,RODENTIA
3348,Perognathus merriami,693402.5140697621,6.94,LC,Omnivore,RODENTIA
3349,Perognathus parvus,921305.426870381,21.56,LC,Omnivore,RODENTIA
3350,Peromyscus attwateri,452891.853226255,27.9,LC,Omnivore,RODENTIA
3351,Peromyscus aztecus,218569.363925606,34.0,LC,Insectivore,RODENTIA
3352,Peromyscus beatae,145828.307951466,26.0,LC,Insectivore,RODENTIA
3353,Peromyscus boylii,2530151.14286446,23.9,LC,Omnivore,RODENTIA
3354,Peromyscus bullatus,65.190048125488,40.0,CR,Omnivore,RODENTIA
3355,Peromyscus californicus,132623.084590101,42.68,LC,Omnivore,RODENTIA
3356,Peromyscus caniceps,18.0998004953341,18.0,CR,Omnivore,RODENTIA
3357,Peromyscus crinitus,913321.965724295,16.32,LC,Omnivore,RODENTIA
3358,Peromyscus dickeyi,8.88524336037624,28.6,CR,Omnivore,RODENTIA
3359,Peromyscus difficilis,546382.942681975,27.95,LC,Omnivore,RODENTIA
3360,Peromyscus eremicus,1217901.38493543,22.73,LC,Omnivore,RODENTIA
3361,Peromyscus eva,39058.9465184433,21.99,LC,Omnivore,RODENTIA
3362,Peromyscus fraterculus,144182.030163149,16.0,LC,Omnivore,RODENTIA
3363,Peromyscus furvus,22384.392837205698,32.99,DD,Omnivore,RODENTIA
3364,Peromyscus gossypinus,1148138.97277403,27.68,LC,Omnivore,RODENTIA
3365,Peromyscus grandis,4204.72673844549,71.0,NT,Omnivore,RODENTIA
3366,Peromyscus gratus,598242.301808683,27.35,LC,Omnivore,RODENTIA
3367,Peromyscus guatemalensis,17875.0666070906,40.0,LC,Omnivore,RODENTIA
3368,Peromyscus gymnotis,42202.3052799396,40.0,LC,Omnivore,RODENTIA
3369,Peromyscus hooperi,19804.7769150507,35.99,LC,Omnivore,RODENTIA
3370,Peromyscus hylocetes,37378.531011804,34.0,LC,Omnivore,RODENTIA
3371,Peromyscus interparietalis,40.4939752506866,28.0,CR,Omnivore,RODENTIA
3372,Peromyscus keeni,212135.71077303,28.25,LC,Omnivore,RODENTIA
3373,Peromyscus leucopus,5831351.76761588,18.07,LC,Omnivore,RODENTIA
3374,Peromyscus levipes,160994.63954438,20.0,LC,Omnivore,RODENTIA
3375,Peromyscus madrensis,290.092109068664,40.75051847,EN,Omnivore,RODENTIA
3376,Peromyscus maniculatus,13030881.6568384,19.98,LC,Herbivore,RODENTIA
3377,Peromyscus mayensis,127.416795813236,46.25861204,CR,Omnivore,RODENTIA
3378,Peromyscus megalops,44159.0559999549,66.2,LC,Omnivore,RODENTIA
3380,Peromyscus melanocarpus,3955.8269964434203,58.9,EN,Omnivore,RODENTIA
3381,Peromyscus melanophrys,512462.17677465297,40.0,LC,Herbivore,RODENTIA
3382,Peromyscus melanotis,494800.92316382396,39.59,LC,Omnivore,RODENTIA
3383,Peromyscus melanurus,3857.5430110825,40.0,EN,Omnivore,RODENTIA
3384,Peromyscus merriami,197642.762992577,40.0,LC,Omnivore,RODENTIA
3385,Peromyscus mexicanus,367383.46614403796,42.58,LC,Omnivore,RODENTIA
3386,Peromyscus nasutus,576501.020836775,28.0,LC,Omnivore,RODENTIA
3387,Peromyscus ochraventer,3900.45525838091,40.0,EN,Omnivore,RODENTIA
3388,Peromyscus pectoralis,832035.55375118,38.99,LC,Omnivore,RODENTIA
3389,Peromyscus perfulvus,66536.0967808986,40.0,LC,Omnivore,RODENTIA
3390,Peromyscus polionotus,376320.252202601,14.27,LC,Omnivore,RODENTIA
3391,Peromyscus polius,23780.084644978902,40.0,NT,Omnivore,RODENTIA
3392,Peromyscus pseudocrinitus,9.120619804293632,21.24097877,CR,Omnivore,RODENTIA
3393,Peromyscus sagax,202.870222098668,33.99032099,DD,Omnivore,RODENTIA
3394,Peromyscus schmidlyi,19073.5150707022,33.99032099,LC,Omnivore,RODENTIA
3395,Peromyscus sejugis,13.588653218672599,21.5,EN,Omnivore,RODENTIA
3396,Peromyscus simulus,11840.6492061546,40.0,VU,Omnivore,RODENTIA
3397,Peromyscus slevini,27.7283646759522,46.25861204,CR,Omnivore,RODENTIA
3398,Peromyscus spicilegus,125505.678381385,35.99,LC,Omnivore,RODENTIA
3399,Peromyscus stephani,41.20169720176521,46.25861204,CR,Omnivore,RODENTIA
3400,Peromyscus stirtoni,26279.3284915477,29.19,LC,Omnivore,RODENTIA
3401,Peromyscus truei,1452308.0126222,27.0,LC,Omnivore,RODENTIA
3402,Peromyscus winkelmanni,301.034660391073,40.0,EN,Omnivore,RODENTIA
3403,Peromyscus yucatanicus,137965.811116804,27.13,LC,Omnivore,RODENTIA
3404,Peromyscus zarhynchus,10773.6701033501,40.0,VU,Omnivore,RODENTIA
3405,Peropteryx kappleri,11925748.721286,9.85,LC,Insectivore,CHIROPTERA
3406,Peropteryx leucoptera,5089787.56608093,6.573333333,LC,Insectivore,CHIROPTERA
3407,Peropteryx macrotis,12697128.7746665,5.68,LC,Insectivore,CHIROPTERA
3408,Peropteryx trinitatis,6619.16981299615,4.19,DD,Insectivore,CHIROPTERA
3409,Peroryctes broadbenti,31530.6345459409,4800.0,EN,Herbivore,PERAMELEMORPHIA
3410,Peroryctes raffrayana,298144.433906445,905.63,LC,Herbivore,PERAMELEMORPHIA
3411,Petaurillus emiliae,1169.12126403809,54.715,DD,Herbivore,RODENTIA
3412,Petaurillus hosei,72509.6037445496,78.5,DD,Herbivore,RODENTIA
3413,Petaurillus kinlochii,8040.56070705654,30.93,DD,Herbivore,RODENTIA
3414,Petaurista alborufus,943227.2163301071,1501.95,LC,Omnivore,RODENTIA
3415,Petaurista elegans,2490770.40216493,1040.0,LC,Omnivore,RODENTIA
3416,Petaurista leucogenys,251379.47798903898,1150.0,LC,Omnivore,RODENTIA
3417,Petaurista magnificus,142042.640790108,1475.49,LC,Omnivore,RODENTIA
3418,Petaurista nobilis,41018.5565728182,2710.0,NT,Omnivore,RODENTIA
3419,Petaurista petaurista,3195866.92101227,1533.84,LC,Omnivore,RODENTIA
3420,Petaurista philippensis,3398887.22456832,1675.83,LC,Omnivore,RODENTIA
3421,Petaurista xanthotis,730211.78508084,1900.0,LC,Herbivore,RODENTIA
3423,Petaurus abidi,92.80645572969058,278.0,CR,Omnivore,DIPROTODONTIA
3425,Petaurus biacensis,2533.4718535530396,90.98,LC,Omnivore,DIPROTODONTIA
3426,Petaurus breviceps,2698073.79977789,120.76,LC,Omnivore,DIPROTODONTIA
3427,Petaurus gracilis,3309.37399442292,360.63,EN,Herbivore,DIPROTODONTIA
3428,Petaurus norfolcensis,788588.978740619,230.0,LC,Omnivore,DIPROTODONTIA
3429,Petinomys crinitus,33685.2515837948,113.0,LC,Herbivore,RODENTIA
3430,Petinomys fuscocapillus,56586.8836726628,794.5,LC,Herbivore,RODENTIA
3431,Petinomys genibarbis,844696.5699906659,108.81,VU,Herbivore,RODENTIA
3432,Petinomys hageni,187.195789451543,228.30680319999996,DD,Herbivore,RODENTIA
3433,Petinomys lugens,5106.4874247425505,433.0,VU,Herbivore,RODENTIA
3434,Petinomys mindanensis,32438.6013408211,246.43442569999996,LC,Herbivore,RODENTIA
3435,Petinomys setosus,715360.234691376,43.85,VU,Herbivore,RODENTIA
3436,Petinomys vordermanni,114244.83688766301,36.87,VU,Herbivore,RODENTIA
3437,Petrodromus tetradactylus,3147857.90188599,201.0,LC,Insectivore,MACROSCELIDEA
3438,Petrogale assimilis,208649.69434984398,4618.88,LC,Herbivore,DIPROTODONTIA
3439,Petrogale brachyotis,221775.598971215,4012.01,LC,Herbivore,DIPROTODONTIA
3440,Petrogale burbidgei,17334.320111689598,1258.0,NT,Herbivore,DIPROTODONTIA
3441,Petrogale coenensis,17580.9883208547,4644.155385,NT,Herbivore,DIPROTODONTIA
3444,Petrogale herberti,281939.807760865,5150.0,LC,Herbivore,DIPROTODONTIA
3445,Petrogale inornata,85125.4429018512,4555.52,LC,Herbivore,DIPROTODONTIA
3449,Petrogale persephone,4206.44552464246,5585.63,EN,Herbivore,DIPROTODONTIA
3451,Petrogale rothschildi,142454.617684834,4546.31,LC,Herbivore,DIPROTODONTIA
3453,Petrogale xanthopus,24922.636401942404,8499.99,NT,Herbivore,DIPROTODONTIA
3454,Petromus typicus,372746.386010698,224.0,LC,Herbivore,RODENTIA
3455,Petromyscus barbouri,38176.2907936126,4.010694547,LC,Omnivore,RODENTIA
