,binomial,Range_km_2,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
3958,Rheomys mexicanus,4250.7088374767145,4237.40649047975,40.0,EN,Insectivore,RODENTIA
3959,Rheomys raptor,12331.48552698356,12331.4400211019,38.0,LC,Insectivore,RODENTIA
3960,Rheomys thomasi,27298.884818862698,24193.656043606497,40.0,NT,Carnivore,RODENTIA
3961,Rheomys underwoodi,5344.958249749003,5344.8147368951595,36.804687799999996,LC,Insectivore,RODENTIA
3962,Rhinoceros sondaicus,246.0421090361319,246.042298264833,1750000.0,CR,Herbivore,PERISSODACTYLA
3963,Rhinoceros unicornis,551653.7396011375,2240.4335562650303,1843656.0,VU,Herbivore,PERISSODACTYLA
3964,Rhinolophus acuminatus,1135292.4915738045,1077274.56961302,12.1,LC,Insectivore,CHIROPTERA
3965,Rhinolophus adami,312.0189597456039,312.018959751939,11.14952381,DD,Insectivore,CHIROPTERA
3966,Rhinolophus affinis,5506446.891523483,5505761.92439153,13.7,LC,Insectivore,CHIROPTERA
3967,Rhinolophus alcyone,2625687.1732355207,2625737.46629513,18.62,LC,Insectivore,CHIROPTERA
3968,Rhinolophus arcuatus,352720.878206818,352720.811365117,8.98,LC,Insectivore,CHIROPTERA
3969,Rhinolophus beddomei,185972.66982754433,186306.708727369,11.14952381,LC,Insectivore,CHIROPTERA
3970,Rhinolophus blasii,3410538.250915772,3410469.75816189,10.29,LC,Insectivore,CHIROPTERA
3971,Rhinolophus bocharicus,924975.2038625643,924906.686302303,15.05,LC,Insectivore,CHIROPTERA
3972,Rhinolophus borneensis,743699.357853176,743699.4895272909,11.14952381,LC,Insectivore,CHIROPTERA
3973,Rhinolophus canuti,5517.13948100434,5517.14067658261,11.14952381,VU,Insectivore,CHIROPTERA
3974,Rhinolophus capensis,242693.65593653917,242616.92657880002,12.87,LC,Insectivore,CHIROPTERA
3975,Rhinolophus celebensis,308233.8239385952,308233.828388377,11.14952381,LC,Insectivore,CHIROPTERA
3976,Rhinolophus clivosus,3660008.754708369,3660087.24560737,11.14952381,LC,Insectivore,CHIROPTERA
3977,Rhinolophus coelophyllus,426069.08528508904,426055.55650292203,7.07,LC,Insectivore,CHIROPTERA
3978,Rhinolophus cognatus,2760.781946214099,2760.78334605791,11.14952381,EN,Insectivore,CHIROPTERA
3979,Rhinolophus convexus,7650.378258709969,7650.7185440839,11.14952381,DD,Insectivore,CHIROPTERA
3980,Rhinolophus creaghi,161695.2287015862,161673.082404084,11.14952381,LC,Insectivore,CHIROPTERA
3981,Rhinolophus darlingi,1359680.9230312973,1359694.63391192,8.94,LC,Insectivore,CHIROPTERA
3982,Rhinolophus deckenii,158193.3432364367,158200.093365008,11.14952381,NT,Insectivore,CHIROPTERA
3983,Rhinolophus denti,1703170.8475429686,1704313.39175851,6.3,LC,Insectivore,CHIROPTERA
3984,Rhinolophus eloquens,711896.3085216942,711905.5907452509,19.15,LC,Insectivore,CHIROPTERA
3985,Rhinolophus euryale,2891777.2694723317,2891416.14394722,9.25,NT,Insectivore,CHIROPTERA
3986,Rhinolophus euryotis,877927.2637523941,878068.7032844741,14.3,LC,Insectivore,CHIROPTERA
3987,Rhinolophus ferrumequinum,9745705.45776795,9747305.41193964,22.59,LC,Insectivore,CHIROPTERA
3988,Rhinolophus formosae,28758.044738175166,30583.7253469319,11.14952381,NT,Insectivore,CHIROPTERA
3989,Rhinolophus fumigatus,8362413.471945388,8362979.95321432,13.09,LC,Insectivore,CHIROPTERA
3990,Rhinolophus guineensis,180698.5991466383,180710.34747390103,11.14952381,VU,Insectivore,CHIROPTERA
3991,Rhinolophus hilli,122.03264125749085,122.03271444376301,13.6,CR,Insectivore,CHIROPTERA
3992,Rhinolophus hillorum,26577.862813732314,26578.0609336741,11.14952381,NT,Insectivore,CHIROPTERA
3993,Rhinolophus hipposideros,6259027.338295044,6258775.83084642,4.57,LC,Insectivore,CHIROPTERA
3994,Rhinolophus inops,226651.83426296074,137806.442283056,13.65,LC,Insectivore,CHIROPTERA
3995,Rhinolophus keyensis,53599.180495465036,53599.1899590545,6.26,DD,Insectivore,CHIROPTERA
3996,Rhinolophus landeri,12121325.14451263,12121963.6337955,9.39,LC,Insectivore,CHIROPTERA
3997,Rhinolophus lepidus,3508935.84488423,3509104.56611489,5.46,LC,Insectivore,CHIROPTERA
3998,Rhinolophus luctus,5655386.491953057,6782397.62882527,34.07,LC,Insectivore,CHIROPTERA
3999,Rhinolophus maclaudi,8188.141126686775,8188.6310797489505,11.14952381,EN,Insectivore,CHIROPTERA
4000,Rhinolophus macrotis,2405836.995994836,2338402.3883832,6.18,LC,Insectivore,CHIROPTERA
4001,Rhinolophus madurensis,4927.498484604238,4927.496351293,11.14952381,VU,Insectivore,CHIROPTERA
4002,Rhinolophus maendeleo,2698.2658511440973,2698.27080337799,11.14952381,DD,Insectivore,CHIROPTERA
4003,Rhinolophus malayanus,1922230.4972318504,1538877.15304688,6.73,LC,Insectivore,CHIROPTERA
4004,Rhinolophus marshalli,714385.4983574408,652656.746368228,5.02,LC,Insectivore,CHIROPTERA
4005,Rhinolophus megaphyllus,876463.2573643995,876538.651171263,10.17,LC,Insectivore,CHIROPTERA
4006,Rhinolophus mehelyi,1974590.7536476003,1974524.59222354,14.03,VU,Insectivore,CHIROPTERA
4007,Rhinolophus mitratus,94.80188901978002,94.801892510477,11.14952381,DD,Insectivore,CHIROPTERA
4008,Rhinolophus montanus,71.28184141122225,71.2818412352927,11.14952381,EN,Insectivore,CHIROPTERA
4009,Rhinolophus nereis,1538.1902379538446,1538.1904195952302,11.14952381,DD,Insectivore,CHIROPTERA
4010,Rhinolophus osgoodi,135.46780874344626,135.467808728846,11.14952381,DD,Insectivore,CHIROPTERA
4011,Rhinolophus paradoxolophus,421899.5770403338,421957.77428858104,8.17,LC,Insectivore,CHIROPTERA
4012,Rhinolophus pearsonii,3176369.0652435157,3176330.24966728,11.55,LC,Insectivore,CHIROPTERA
4013,Rhinolophus philippinensis,247488.98515293386,247505.546794322,10.91,LC,Insectivore,CHIROPTERA
4014,Rhinolophus pusillus,3582701.848450447,3927851.17419579,5.15,LC,Insectivore,CHIROPTERA
4015,Rhinolophus rex,52963.20597924442,52810.6708917665,11.14952381,LC,Insectivore,CHIROPTERA
4016,Rhinolophus robinsoni,47299.159290905875,47297.5515462164,8.54,NT,Insectivore,CHIROPTERA
4017,Rhinolophus rouxii,820668.725826934,864096.202068461,12.25,LC,Insectivore,CHIROPTERA
4018,Rhinolophus rufus,34730.32021562363,34730.1760878661,11.14952381,NT,Insectivore,CHIROPTERA
4019,Rhinolophus ruwenzorii,24862.403148296828,24862.8045125122,11.14952381,VU,Insectivore,CHIROPTERA
4020,Rhinolophus sakejiensis,306.9160458867258,306.916045886356,11.14952381,DD,Insectivore,CHIROPTERA
4021,Rhinolophus sedulus,805436.824203739,805437.73009836,8.74,NT,Insectivore,CHIROPTERA
4022,Rhinolophus shameli,766363.3202607894,766458.6448550741,9.61,LC,Insectivore,CHIROPTERA
4023,Rhinolophus shortridgei,1728424.9356735444,1728416.9020125,11.14952381,LC,Insectivore,CHIROPTERA
4024,Rhinolophus siamensis,619940.7484638882,310607.577740885,11.14952381,LC,Insectivore,CHIROPTERA
4025,Rhinolophus silvestris,136274.24105495712,136275.249088203,11.14952381,DD,Insectivore,CHIROPTERA
4026,Rhinolophus simulator,1911319.7314452631,1911291.86812649,8.13,LC,Insectivore,CHIROPTERA
4027,Rhinolophus sinicus,2168789.351500901,2168997.1053267,11.14952381,LC,Insectivore,CHIROPTERA
4028,Rhinolophus stheno,852342.4311587795,2203369.31019233,7.92,LC,Insectivore,CHIROPTERA
4029,Rhinolophus subbadius,76254.33435907593,76243.17195854809,11.14952381,LC,Insectivore,CHIROPTERA
4030,Rhinolophus subrufus,217835.51419144883,217835.51507725,11.14952381,DD,Insectivore,CHIROPTERA
4031,Rhinolophus swinnyi,1347751.9438388424,1347758.54007054,7.07,LC,Insectivore,CHIROPTERA
4032,Rhinolophus thomasi,1408345.282751758,1407378.20577368,8.26,LC,Insectivore,CHIROPTERA
4033,Rhinolophus trifoliatus,1344635.4841564463,1344638.62863123,15.16,LC,Insectivore,CHIROPTERA
4034,Rhinolophus virgo,269684.6858572682,281698.634645645,6.06,LC,Insectivore,CHIROPTERA
4035,Rhinolophus yunanensis,401254.7048794838,401249.24804437,19.33,LC,Insectivore,CHIROPTERA
4036,Rhinolophus ziama,2475.443082660392,2475.40319844413,11.14952381,EN,Insectivore,CHIROPTERA
4037,Rhinonicteris aurantia,747404.8393149682,747485.66224725,8.99,LC,Insectivore,CHIROPTERA
4038,Rhinophylla alethina,125703.02392671662,125700.97894130599,9.59,NT,Herbivore,CHIROPTERA
4039,Rhinophylla fischerae,4564253.322882398,4564653.78490974,9.6,LC,Herbivore,CHIROPTERA
4040,Rhinophylla pumilio,8332336.4160195375,8334315.24181493,9.58,LC,Omnivore,CHIROPTERA
4041,Rhinopithecus avunculus,10209.56574631123,10209.638277735601,9086.19,CR,Herbivore,PRIMATES
4042,Rhinopithecus bieti,29671.110840451438,29673.8017248375,11000.54,EN,Herbivore,PRIMATES
4043,Rhinopithecus brelichi,502.96606270914566,502.964472187622,12267.15,EN,Herbivore,PRIMATES
4044,Rhinopithecus roxellana,310258.47165191185,310252.178995174,13456.8,EN,Omnivore,PRIMATES
4045,Rhinopithecus strykeri,203.43469920167993,203.43462933845,11452.67,CR,NotAssigned,PRIMATES
4046,Rhinopoma hadramauticum,231.4323822846024,231.429906136555,9.13,EN,NotAssigned,CHIROPTERA
4047,Rhinopoma hardwickii,16943912.022164404,16942937.4668199,13.1,LC,Insectivore,CHIROPTERA
4048,Rhinopoma microphyllum,7150395.236754501,7150685.15676879,28.02,LC,Insectivore,CHIROPTERA
4049,Rhinopoma muscatellum,580165.1909621196,447124.573125601,9.13,LC,Insectivore,CHIROPTERA
4050,Rhinosciurus laticaudatus,911388.7077040494,911388.225775791,230.3,NT,Omnivore,RODENTIA
4051,Rhipidomys austrinus,138615.93978122543,138614.186704068,89.0,LC,Omnivore,RODENTIA
4052,Rhipidomys cariri,228108.93945223736,6378.58251524278,76.24098976,DD,Omnivore,RODENTIA
4053,Rhipidomys caucensis,51116.08488992868,39005.861651343395,89.0,DD,Omnivore,RODENTIA
4054,Rhipidomys couesi,144563.40979257363,144541.232682056,89.0,LC,Omnivore,RODENTIA
4055,Rhipidomys emiliae,697563.5997919799,698505.618971816,46.25861204,LC,Omnivore,RODENTIA
4056,Rhipidomys fulviventer,52004.00208756565,52004.661210480095,89.0,LC,Omnivore,RODENTIA
4057,Rhipidomys gardneri,152160.4663286059,152165.929794822,76.24098976,LC,Omnivore,RODENTIA
4058,Rhipidomys latimanus,157711.5662759517,157706.168689255,57.5,LC,Omnivore,RODENTIA
4059,Rhipidomys leucodactylus,4401899.632095607,4402209.31244626,80.0,LC,Omnivore,RODENTIA
4060,Rhipidomys macconnelli,189756.32838795785,189757.686191721,41.59,LC,Omnivore,RODENTIA
4061,Rhipidomys macrurus,1567006.2644871427,1565931.64073053,46.25861204,LC,Omnivore,RODENTIA
4062,Rhipidomys mastacalis,634232.5631525713,633285.531726643,100.0,LC,Omnivore,RODENTIA
4063,Rhipidomys modicus,74243.96815309292,74242.5239273382,46.25861204,LC,Omnivore,RODENTIA
4064,Rhipidomys nitela,1447248.265957675,1447250.07932134,89.0,LC,Omnivore,RODENTIA
4065,Rhipidomys ochrogaster,23325.75548283805,7579.274269611321,89.0,DD,Omnivore,RODENTIA
4066,Rhipidomys venezuelae,172683.21593681298,172678.31798322,89.99,LC,Omnivore,RODENTIA
4067,Rhipidomys venustus,8414.516351426984,8414.41841326547,89.0,LC,Omnivore,RODENTIA
4068,Rhipidomys wetzeli,138912.84831908194,138914.107973426,89.0,LC,Omnivore,RODENTIA
4069,Rhizomys pruinosus,2359099.7165656346,2359273.98894007,2450.0,LC,Herbivore,RODENTIA
4070,Rhizomys sinensis,2057035.5725554728,2057627.57449869,82.495,LC,Herbivore,RODENTIA
4071,Rhizomys sumatrensis,1372315.7229776748,1372330.12090827,2500.0,LC,Herbivore,RODENTIA
4072,Rhogeessa aeneus,144233.0137723242,144231.539776937,4.233333333,LC,Insectivore,CHIROPTERA
4073,Rhogeessa genowaysi,913.2112986982513,913.2188135283501,4.233333333,EN,Insectivore,CHIROPTERA
4074,Rhogeessa hussoni,548465.1270213855,548595.78342442,4.233333333,DD,Insectivore,CHIROPTERA
4075,Rhogeessa io,4607952.181235438,4609642.05950269,4.233333333,LC,Insectivore,CHIROPTERA
4076,Rhogeessa minutilla,663868.9036073657,663829.689321859,3.75,VU,Insectivore,CHIROPTERA
4077,Rhogeessa mira,3345.6700152703506,3345.67658139557,4.233333333,VU,Insectivore,CHIROPTERA
4078,Rhogeessa parvula,448874.32607991993,448909.734076037,4.37,LC,Insectivore,CHIROPTERA
4079,Rhogeessa tumida,462281.76927223,462223.48690585204,4.58,LC,Insectivore,CHIROPTERA
4080,Rhombomys opimus,4587804.452665979,4585909.60400787,285.0,LC,Herbivore,RODENTIA
4081,Rhynchocyon chrysopygus,3574.3294321425033,3574.3302738457105,535.2,EN,Insectivore,MACROSCELIDEA
4082,Rhynchocyon cirnei,1130885.719614278,1130816.3579143998,424.92,LC,Insectivore,MACROSCELIDEA
4083,Rhynchocyon petersi,31086.34170178318,31086.2753413111,423.99,LC,Carnivore,MACROSCELIDEA
4084,Rhynchocyon udzungwensis,320.40203831786613,320.401942372929,711.0,VU,Carnivore,MACROSCELIDEA
4085,Rhynchogale melleri,2204366.6815985683,2204394.16972847,2240.33,LC,Omnivore,CARNIVORA
4086,Rhyncholestes raphanurus,40999.25870331682,41002.2282339104,21.94,NT,Omnivore,PAUCITUBERCULATA
4087,Rhynchomeles prattorum,231.1437843829069,231.14475926387001,602.2906,EN,Omnivore,PERAMELEMORPHIA
4088,Rhynchomys banahao,61.73381754381512,61.7338370818005,154.645,LC,Insectivore,RODENTIA
4089,Rhynchomys isarogensis,38.35112273808863,321.27113859021097,122.29,VU,Insectivore,RODENTIA
4090,Rhynchomys soricoides,4215.032606796141,4215.0262897126895,187.0,NT,Insectivore,RODENTIA
4091,Rhynchomys tapulao,61.59612607888274,61.5961470271812,154.645,DD,Insectivore,RODENTIA
4092,Rhynchonycteris naso,11506837.851711256,11508828.0729504,4.14,LC,Insectivore,CHIROPTERA
4093,Romerolagus diazi,444.36410596068276,452.983991848991,465.58,EN,Herbivore,LAGOMORPHA
4094,Rousettus aegyptiacus,4071439.3122462668,4071364.74892827,134.0,LC,Herbivore,CHIROPTERA
4095,Rousettus amplexicaudatus,4281493.633134719,4281498.88595909,74.37,LC,Herbivore,CHIROPTERA
4096,Rousettus bidens,154150.04195451015,154150.11661697598,83.0575,VU,Herbivore,CHIROPTERA
4097,Rousettus celebensis,181192.7999280141,181192.803127528,63.07,LC,Herbivore,CHIROPTERA
4098,Rousettus lanosus,209033.09316581525,209036.86593029898,104.78,LC,Herbivore,CHIROPTERA
4099,Rousettus leschenaultii,6764169.06920171,6764789.8550152,84.88,LC,Herbivore,CHIROPTERA
4100,Rousettus linduensis,40.18818460122212,40.188183956521,83.0575,DD,Herbivore,CHIROPTERA
4101,Rousettus madagascariensis,292754.506000755,292740.75463974103,65.72,NT,Herbivore,CHIROPTERA
4102,Rousettus obliviosus,1667.124080164773,1667.12482477839,45.32,VU,Herbivore,CHIROPTERA
4103,Rousettus spinalatus,71651.2770549646,71653.5307628111,92.32,VU,Herbivore,CHIROPTERA
4104,Rubrisciurus rubriventer,169893.70040732983,169893.702115538,685.0,VU,Herbivore,RODENTIA
4105,Rucervus duvaucelii,34624.93857201445,34612.8495398717,171223.9,VU,Herbivore,CETARTIODACTYLA
4106,Rucervus eldii,83842.54951267279,83737.1257505429,95471.61,EN,Herbivore,CETARTIODACTYLA
4107,Rungwecebus kipunji,71.06055595694892,71.06057369440109,13.0,CR,Herbivore,PRIMATES
4108,Rupicapra pyrenaica,15121.681731539618,15121.5424709569,29999.99,LC,Herbivore,CETARTIODACTYLA
4109,Rupicapra rupicapra,280363.9033484127,276838.179630046,33266.35,LC,Herbivore,CETARTIODACTYLA
4110,Rusa alfredi,1689.0946543968562,1689.0898306479999,46475.04,EN,Herbivore,CETARTIODACTYLA
4111,Rusa marianna,107088.08936761165,106202.82264181801,49457.61,VU,Herbivore,CETARTIODACTYLA
4112,Rusa timorensis,11319.616629024067,11319.645284778,66375.5,VU,Herbivore,CETARTIODACTYLA
4113,Rusa unicolor,7567521.342235984,7570387.84414694,177522.9,VU,Herbivore,CETARTIODACTYLA
4114,Ruwenzorisorex suncoides,22305.756981797877,22305.7886974755,18.2,VU,Insectivore,EULIPOTYPHLA
4115,Saccolaimus flaviventris,6050274.177838958,6052093.15724635,45.25,LC,Insectivore,CHIROPTERA
4116,Saccolaimus mixtus,53567.77953385086,53569.457324973395,47.2,NT,Insectivore,CHIROPTERA
4117,Saccolaimus peli,1954533.686585667,1954568.54852753,53.35,LC,Insectivore,CHIROPTERA
4118,Saccolaimus saccolaimus,1664121.8266082646,1664170.15333573,43.0,LC,Insectivore,CHIROPTERA
4119,Saccopteryx antioquensis,3092.0623034021282,3092.04632737609,5.745,EN,Insectivore,CHIROPTERA
4120,Saccopteryx bilineata,12631738.966542592,12632094.5870449,8.08,LC,Insectivore,CHIROPTERA
4121,Saccopteryx canescens,6383176.006201254,6384043.26586756,3.41,LC,Insectivore,CHIROPTERA
4122,Saccopteryx gymnura,782108.4780805928,782165.2668439971,5.745,DD,Insectivore,CHIROPTERA
4123,Saccopteryx leptura,12288467.935953889,12289438.164636802,5.745,LC,Insectivore,CHIROPTERA
4124,Saccostomus campestris,5347563.518763615,5347600.52861813,50.33,LC,Omnivore,RODENTIA
4125,Saccostomus mearnsi,667841.8617409101,667846.485687921,64.91,LC,Omnivore,RODENTIA
4126,Saguinus bicolor,10128.854367117925,10128.7557091964,465.0,EN,Omnivore,PRIMATES
4127,Saguinus fuscicollis,1724684.2543440256,1725223.21205663,393.99,LC,Omnivore,PRIMATES
4128,Saguinus geoffroyi,75592.67752314318,75237.5572397931,492.5,LC,Omnivore,PRIMATES
4129,Saguinus imperator,234317.4578656109,234320.97124085302,407.91,LC,Omnivore,PRIMATES
4130,Saguinus inustus,380406.16455811856,380754.739975542,803.0,LC,Omnivore,PRIMATES
4131,Saguinus labiatus,286447.8068146042,286447.292731048,508.46,LC,Omnivore,PRIMATES
4132,Saguinus leucopus,56861.699888859854,56861.6379924862,456.68,EN,Omnivore,PRIMATES
4133,Saguinus martinsi,42109.36510872854,42109.1627916517,430.0,LC,Omnivore,PRIMATES
4134,Saguinus melanoleucus,59667.1146961352,59668.4952702899,350.0,LC,Omnivore,PRIMATES
4135,Saguinus midas,863248.6642581465,863250.670771204,540.56,LC,Omnivore,PRIMATES
4136,Saguinus mystax,589292.5048766377,589295.45799699,555.87,LC,Omnivore,PRIMATES
4137,Saguinus niger,587633.6806907026,587681.039014279,480.0,VU,Omnivore,PRIMATES
4138,Saguinus oedipus,52110.88076879977,52110.7113012753,462.04,CR,Omnivore,PRIMATES
4139,Saiga tatarica,749585.8119269235,765808.632666604,37734.01,CR,Herbivore,CETARTIODACTYLA
4140,Saimiri boliviensis,1373861.0467899027,1373871.99525401,799.45,LC,Omnivore,PRIMATES
4141,Saimiri oerstedii,7301.82954099207,7301.9925584523,714.18,VU,Omnivore,PRIMATES
4142,Saimiri sciureus,4419721.471707327,4419827.81601532,749.47,LC,Omnivore,PRIMATES
4143,Saimiri ustus,876707.949008749,876710.439430591,886.47,NT,Omnivore,PRIMATES
4144,Saimiri vanzolinii,2930.5932927157683,2930.59040036325,783.77,VU,Omnivore,PRIMATES
4145,Salanoia concolor,18643.13420006137,18642.911596923503,711.49,VU,Omnivore,CARNIVORA
4146,Salinomys delicatus,163224.5734199008,41064.429158086496,11.75,DD,Omnivore,RODENTIA
4147,Salpingotulus michaelis,2228.4101329669124,2228.41013451247,3.75,DD,Herbivore,RODENTIA
4148,Salpingotus crassicauda,1359208.902515057,1359343.33421929,9.65,LC,Omnivore,RODENTIA
4149,Salpingotus heptneri,14446.748920554945,14446.6784366299,9.65,DD,Omnivore,RODENTIA
4150,Salpingotus kozlovi,1543951.6921162414,1541055.81713815,9.5,LC,Omnivore,RODENTIA
4151,Salpingotus pallidus,55475.92737329893,55476.22822626,9.8,DD,Omnivore,RODENTIA
4152,Santamartamys rufodorsalis,89.52285366843084,89.5228536773288,148.0,CR,Herbivore,RODENTIA
4153,Sapajus flavius,38947.99041941708,38931.4359769224,2920.0,CR,NotAssigned,PRIMATES
4154,Sarcophilus harrisii,64284.126546181484,64284.13469324559,8202.25,EN,Carnivore,DASYUROMORPHIA
4155,Sauromys petrophilus,728166.1683788635,728211.763675603,14.25,LC,Insectivore,CHIROPTERA
4156,Saxatilomys paulinae,2405.693509972423,2405.69427908912,141.0605074,DD,Insectivore,RODENTIA
4157,Scalopus aquaticus,3460622.517747006,3460699.82483593,87.15,LC,Omnivore,EULIPOTYPHLA
4158,Scapanulus oweni,344724.5615731113,345005.27053234604,36.64,LC,Insectivore,EULIPOTYPHLA
4159,Scapanus latimanus,327070.3901507899,327075.367549307,62.46,LC,Omnivore,EULIPOTYPHLA
4160,Scapanus orarius,351201.6765275652,351190.271330663,62.13,LC,Insectivore,EULIPOTYPHLA
4161,Scapanus townsendii,116647.5739566872,116640.445949749,141.7,LC,Insectivore,EULIPOTYPHLA
4162,Scapteromys aquaticus,260133.53377788,260143.400381225,112.0,LC,Omnivore,RODENTIA
4163,Scapteromys tumidus,258563.22371332537,258565.206364153,146.0,LC,Omnivore,RODENTIA
4164,Scaptochirus moschatus,1176206.88228086,1175677.18665178,90.51,LC,Insectivore,EULIPOTYPHLA
4165,Scaptonyx fusicaudus,892188.924878489,892175.949802913,19.41,LC,Insectivore,EULIPOTYPHLA
4166,Sciurillus pusillus,1209557.1046808476,851543.5013951029,34.91,DD,Herbivore,RODENTIA
4167,Sciurocheirus alleni,95556.60178473614,95558.8922152664,320.0,LC,Omnivore,PRIMATES
4168,Sciurocheirus gabonensis,530138.2060287413,680398.8460596739,350.0,LC,Omnivore,PRIMATES
4169,Sciurotamias davidianus,1329772.1301472401,1330267.36158937,433.51,LC,Herbivore,RODENTIA
4170,Sciurotamias forresti,312486.08845712844,312768.841368273,433.51,LC,Herbivore,RODENTIA
4171,Sciurus aberti,270364.8339328121,270387.704618195,622.95,LC,Herbivore,RODENTIA
4172,Sciurus aestuans,6940484.585304546,6940395.07108259,177.34,LC,Herbivore,RODENTIA
4173,Sciurus alleni,48936.712515945415,48935.032303161504,465.14,LC,Herbivore,RODENTIA
4174,Sciurus anomalus,614431.9220826578,614325.229516492,335.3,LC,Herbivore,RODENTIA
4175,Sciurus arizonensis,87240.69554423321,39247.1517883206,646.99,DD,Herbivore,RODENTIA
4176,Sciurus aureogaster,620610.7501016719,620607.698095061,455.57,LC,Herbivore,RODENTIA
4177,Sciurus carolinensis,4083781.5645554047,4080719.92445122,545.4,LC,Herbivore,RODENTIA
4178,Sciurus colliaei,81301.75759343918,81302.0415098864,498.0,LC,Herbivore,RODENTIA
4179,Sciurus deppei,695004.107673422,694996.560833447,249.5,LC,Herbivore,RODENTIA
4180,Sciurus flammifer,45445.136485366704,121714.653346619,4293.0,DD,Herbivore,RODENTIA
4181,Sciurus gilvigularis,1326337.9992353292,1272882.53640352,803.0,DD,Herbivore,RODENTIA
4182,Sciurus granatensis,988543.4722301691,988528.2970776559,318.44,LC,Herbivore,RODENTIA
4183,Sciurus griseus,376958.46085218224,376963.853547044,703.85,LC,Herbivore,RODENTIA
4184,Sciurus ignitus,2084336.1513645758,1498584.10329874,190.0,DD,Herbivore,RODENTIA
4185,Sciurus igniventris,2711158.3836107203,2711191.67273482,700.0,LC,Herbivore,RODENTIA
4186,Sciurus lis,214979.7817927954,214979.466328893,264.3,LC,Herbivore,RODENTIA
4187,Sciurus nayaritensis,249139.4467462083,249137.653087863,697.0,LC,Herbivore,RODENTIA
4188,Sciurus niger,4360467.403542727,4360630.2408968,761.9,LC,Herbivore,RODENTIA
4189,Sciurus oculatus,101822.67069946874,101820.662839365,649.98,LC,Herbivore,RODENTIA
4190,Sciurus pucheranii,238121.05600837697,169962.005300114,803.0,DD,Herbivore,RODENTIA
4191,Sciurus pyrrhinus,148913.39307622152,26412.189922421,482.0,DD,Herbivore,RODENTIA
4192,Sciurus richmondi,22521.02050833843,21022.3485006059,237.51,NT,Herbivore,RODENTIA
4193,Sciurus sanborni,66855.91928676172,48843.1442971962,136.0,DD,Herbivore,RODENTIA
4194,Sciurus spadiceus,3247840.4139689067,3247882.97700772,403.32,LC,Herbivore,RODENTIA
4195,Sciurus stramineus,156432.80875684926,156433.128330976,433.3,LC,Herbivore,RODENTIA
4196,Sciurus variegatoides,392633.32408265496,392638.55386551295,485.0,LC,Herbivore,RODENTIA
4197,Sciurus vulgaris,19900388.143067185,19900037.339664,333.0,LC,Herbivore,RODENTIA
4198,Sciurus yucatanensis,194219.72798431996,194232.524435899,225.0,LC,Herbivore,RODENTIA
4199,Scleronycteris ega,974258.2506504531,974407.47061149,49.54,DD,Omnivore,CHIROPTERA
4200,Scolomys melanops,100719.0396667509,100718.94095265199,26.5,LC,Omnivore,RODENTIA
4201,Scolomys ucayalensis,197624.0236755568,197626.023173463,26.5,LC,Omnivore,RODENTIA
4202,Scoteanax rueppellii,301661.552654895,301736.57615052897,26.41,LC,Insectivore,CHIROPTERA
4203,Scotinomys teguina,129226.5543408353,129224.410321997,11.59,LC,Insectivore,RODENTIA
4204,Scotinomys xerampelinus,5119.234434210577,5119.33286007635,15.07,LC,Insectivore,RODENTIA
4205,Scotoecus albofuscus,3070723.3606397216,3070905.37328298,4.5,DD,Insectivore,CHIROPTERA
4206,Scotoecus hirundo,4915723.090797039,4915941.85607063,8.45,LC,Insectivore,CHIROPTERA
4207,Scotoecus pallidus,187879.8405837884,138561.93070536,6.475,LC,Insectivore,CHIROPTERA
4208,Scotomanes ornatus,2690023.5318375393,2690534.11261096,22.24,LC,Insectivore,CHIROPTERA
4209,Scotonycteris ophiodon,387473.8155705598,387479.534918642,69.42,NT,Herbivore,CHIROPTERA
4210,Scotonycteris zenkeri,2023497.8910844896,2023614.93399945,21.3,LC,Herbivore,CHIROPTERA
4211,Scotophilus celebensis,169338.9428346421,169338.945235972,24.74625,DD,Insectivore,CHIROPTERA
4212,Scotophilus collinus,210158.79033520137,210159.19468706398,24.74625,LC,Insectivore,CHIROPTERA
4213,Scotophilus dinganii,10949923.053621486,10950619.621070301,25.12,LC,Insectivore,CHIROPTERA
4214,Scotophilus heathii,5777315.9585684445,5742588.26906469,36.13,LC,Insectivore,CHIROPTERA
4215,Scotophilus kuhlii,5207610.176808544,5226237.73656755,20.31,LC,Insectivore,CHIROPTERA
4216,Scotophilus leucogaster,5051813.820650203,5052562.222497701,20.24,LC,Insectivore,CHIROPTERA
4217,Scotophilus marovaza,75588.10870421688,75613.23218215219,24.74625,LC,Insectivore,CHIROPTERA
4218,Scotophilus nigrita,2194595.3831826085,2195100.12831153,27.34,LC,Insectivore,CHIROPTERA
4219,Scotophilus nucella,48891.54438080156,48895.5960324421,24.74625,DD,Insectivore,CHIROPTERA
4220,Scotophilus nux,951637.2296562422,951662.142632382,30.0,LC,Insectivore,CHIROPTERA
4221,Scotophilus robustus,398674.2326956897,398697.94639779796,24.74625,LC,Insectivore,CHIROPTERA
4222,Scotophilus tandrefana,46266.67461176414,46302.47471773231,24.74625,DD,Insectivore,CHIROPTERA
4223,Scotophilus viridis,4639110.907491763,4639208.23113977,19.81,LC,Insectivore,CHIROPTERA
4224,Scotorepens balstoni,4980130.670399036,4980250.10560101,11.92,LC,Insectivore,CHIROPTERA
